,name,bar_code,quantity,packaging,brand,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,categories,labels,markets,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,eco_score,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,allergens,nova_score,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,manufacturing,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,additives,traceability_code,brand_owner,ingredients_origins,generic_name,link,palm_ingredients
938,Terrabusi alfajor clasico - Mondelez,63839234,,,['Mondelez'],['France'],[],[],?,409,15,59,7,,,,,,,,,,,,,,,,,,,1711 kj(409 kcal),"8,4",40,"0,174","0,07",,,,,,,,,,,,,,,,,,,,,,,,,
939,3502490810215,3502490810215,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940,Maxi flore - Synergia - 20,3401521545815,20,,['Synergia'],['France'],[],[],?,?,?,?,?,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Fruits à coques et dérivés', 'Boissons végétales en poudre', 'Boissons végétales de fruits à coque en poudre', ""Boissons végétales d'amande en poudre""]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
941,Barre énergétique pâte d'amande et spiruline,3389351060091,,,,['France'],[],[],?,520,30,38,20,,"['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'FR-BIO-15', 'Fabriqué en France']",,,,,,,,,,,,,,,,,2176 kj(520 kcal),"2,4",32,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,
942,Terrine forestière - 100g,3393190017703,100 g,,,['France'],[],[],?,232,"19,5","2,6","14,5",,"['Sans colorants', 'Sans conservateurs']",,,,,,,,,,,,,,,,,971 kj(232 kcal),"8,7","0,6","1,14","0,456",,,,,,,,,,,,,,,,,,,,,,,,,
943,Café au lait - Nescafé,4311501651179,,,['Nescafé'],['France'],[],[],?,28,"1,2",3,"1,4",,,,,,,,,,,,,,,,,,,117 kj(28 kcal),"0,8","1,8","0,09","0,036",,,,,,,,,,,,,,,,,,,,,,,,,
944,5600379310523,5600379310523,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
945,Gilbert,3518646126673,,,['Gilbert'],['France'],[],[],?,?,?,?,?,,['Fabriqué en France'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
946,00081,00081,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
947,Long chips sea salt,5708413028554,,,,['France'],[],[],?,572,39,49,"4,3",,,,,,,,,,,,,,,,,,,2393 kj(572 kcal),"6,5",1,"2,2","0,88",,,,,,,,,,,,,,,,,,,,,,,,,
948,Talk chips d’algues - Marinoë - 40g,356840607408,40g,,['Marinoë'],['France'],"['Wakame* ', 'Undaria pinnatifida', ' 65%', 'cashew nuts* sesame seeds* 8% ', 'sunflower seeds*', 'onion*', 'soya sauce* ', 'water', 'soya*', 'salt', 'alcohol*', 'garlic*', 'lemon juice* chia seeds* ', 'Salvia hispanica', 'black pepper*', ' *Certified Organic', ' Store in a cool', 'dry place', ' Eat quickly after opening']",[],?,473,31,18,20,"['Snacks', 'Snacks salés', 'Apéritif', 'Chips et frites', 'Chips']","['Bio', 'Bio européen', 'FR-BIO-01']",,,-8%,+5%,-67%,+250%,,,,,,,,,['Soja'],,1979 kj(473 kcal),"4,8",14,"3,2","1,28",,31 g,en quantité élevée,4.8 g,en quantité modérée,14 g,en quantité élevée,3.2 g,en quantité élevée,-8%,+55%,+496%,+141%,+141%,17,+45%,D,+45%,,,,,,,
949,Napoleon Fruitmix Mini 10X60G,8717399040389,,,['Napoleon'],['France'],[],[],?,380,0,94,0,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons']",,,,+7%,-100%,+13%,-100%,E,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,1590 kj(380 kcal),0,"66,5","0,007","0,003",,0 g,en faible quantité,0 g,en faible quantité,66.5 g,en quantité élevée,0.007 g,en faible quantité,+6%,-100%,+15%,-94%,-94%,14,-3%,D,-3%,,,,,,,
950,"Édulcorant de table - Top budget - 32,5g",410280098142,"32,5g",,['Top budget'],['France'],"['Dextrose', 'édulcorants : aspartame* ', '1496', ' - acesulfame K ', '14%', ""antiagglomérants: carboxyméthylcellulose de sodium réticulée - sels de magnésium d'acides gras"", ' *Contient une source de phénylalanine', ' INFORMATIONS:']","[""Pourrait contenir de l'huile de palme""]",?,?,?,?,?,"['Édulcorants', 'Additifs alimentaires', 'Succédanés du sucre', 'Édulcorants artificiels', 'Aspartames']",['Contient une source de phénylalanine'],,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,"['E951 - Aspartame', 'E950 - Acésulfame K', 'E468 - Carboxyméthylcellulose de sodium réticulée', ""E470b - Sels de magnésium d'acides gras""]",,,,,,
951,Salted caramel,5026531005173,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952,Avoine,4820006012038,,,,['France'],[],[],?,6,7,70,10,,,,,,,,,,,,,,,,,,,25 kj(6 kcal),1,3,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,
953,8410021201102,8410021201102,,,,['France'],[],[],?,?,?,?,?,,['Fabriqué en Espagne'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,Spinach-Cheese Mini Rolls - NEFISTA - 500g,8680126160059,500g,,['NEFISTA'],['France'],"['Ofen auf 180 °C vorliel2eln', ' reks auf das Backblech legen', ' Auf der untersten Schiene des Ofens bei 180 °C etwa 25 Minuten hacken', 'bis die Böreks goldbraun werden', ' Backdauer und die Temperatur nach hrem Ofen einstellen', ' EFISTA MINI AUX ÉPINARDS', 'AU FROMAGE 500 G NGREDIENTS: Farine de blé ', 'gluten', 'épinard ', '19,80%', 'huiles végétales ', 'huile de gelme', 'huile de graines de coton', 'eau', 'fromage mizithra ', '7,07%', ' ', 'lactose', 'oignon', 'poireau', 'semoule de blé ', 'gluten', 'fromage blanc ', '1,98%', ' ', 'lactose', ""huile d'olive "", '1,45%', 'amidon de mais', 'sel', 'amidon de pomme de terre modifiée', 'cresson', 'poivre noir', ' Aucun de nos produite ne contient du porc ou graisse de porc', ' Consigne de Cuisson 1', ' Préchauffez votre four à 180°C', ' 2', ' Installez les feuilletés sur le plateau de cuisson', ' 3', "" Faites cuir sur l'étage le plus bas de votre four à 180°C pendant 25 minutes environ jusqu'a ce qu'ils soient dorés"", ' eglez la durée et le degré de cuisson selon votre four', ' نفیستا مع السبانخ والجبن رحجم صغیر 500 غرام الکونات :دقیق القمح', ' غلوتن ، سبانخ 80,', '19', '%', '، زیوت نباتية ', 'زيت النخيل ، زيت بذرة القطن', ' ، ماء ، جبنة مرو ، بصل ، لاكتوز', 'كراث ، نشأ القمح', ' غلوتن ', '، جن ابيض 1,98 %9', ' لاکتوز', ' ، زيت الزيتون الطبيعي ', '1', '5 ن ir']",['Non végétalien'],?,?,?,?,?,,,,,,,,,,,,,,,,,"['Gluten', 'Lait']",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
955,Jupiler Blue Biere Blonde,5410228188704,,,['Jupiler'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
956,Ferrero,6411190049740,,,['Ferrero'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
957,Comté - Rivoire jacquemin - 239g,2460600028992,239 g,,['Rivoire jacquemin'],['France'],[],[],?,?,?,?,?,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",,,,,,,,D,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 25.039.003 CE', 'Avoudrey (Doubs, France)']",,,,,
958,Crème thermique 230 Degrés - L’oréal paris - 150ml,3600523064212,150ml,,['L’oréal paris'],['France'],[],[],?,?,?,?,?,['Cheveux'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
959,Nectarines Chair Jaune,3276554222770,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
960,croc tofou - soy - 2x 100g,02876481,2 x 100g,,['Soy'],['France'],"['Tofu* 91,9% ', 'eau', 'soja', 'agents de coagulation: sulfate de calcium', 'nigari', 'Comté 11% ', 'flocons de millet', 'semoule de mais*', 'extrait de levure', 'farine de riz*', 'sel de mer', 'épices', 'épaississant: gomme guar*', "" Ingrédients issus de l'agriculture biologique"", ' Préparé avec 54,3 g de soja entier sans 0GM pour une galette de 100 g', "" Soja français issu du Commerce Équitable contrôlé selon le référentiel FIABLE Ce soja BIOPARTENAIRE représente 59,1% des ingrédients d'origine agricole"", "" Plus d'informations sur www"", 'BIOPARTENAIRE', 'com Fabriqué dans un atelier qui utilise gluten', 'oeuf', 'fruits à coque', 'céleri et sésame']",['Non végétalien'],?,?,?,?,?,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,"['Lait', 'Soja']",4,,,,,,,,,,,,,,,,,,,,,,,,['E412 - Gomme de guar'],,,,,,
961,2600303040802,2600303040802,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962,Benco - 400g,303447003107,400g,,['Benco'],['France'],[],[],1588,?,"2,2",81,"4,8","['Boissons', 'Petit-déjeuners', 'Cacao et dérivés', 'Cacaos et chocolats en poudre', 'Boissons instantanées', 'Chocolats en poudre']",,,+7%,,-49%,+28%,-24%,D,75.0%,1.1%,15.1%,5.7%,3.2%,0.0%,52,,,1588 kj(380 kcal),"1,4",78,"0,22","0,088",,,,,,,,,,+11%,-45%,+38%,+5%,+5%,,,,,,,,,,,
963,Rillettes du Mans - Auchan - 220g,51018337,220g,,['Auchan'],['France'],"['Viande de porc', 'gras de porc', 'sel', 'poivre']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",?,409,39,"0,5",14,"['Viandes', 'Produits à tartiner', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Rillettes de viande', 'Rillettes françaises', 'Rillettes de viande rouge', 'Rillettes de la Sarthe', 'Rillettes de porc', 'Rillettes du Mans']","['Sans conservateurs', 'Nutriscore', 'Nutriscore E']",['Auchan'],,+2%,+5%,+37%,-11%,D,74.1%,17.7%,4.6%,2.1%,1.2%,0.3%,39,,3,1711 kj(409 kcal),15,"0,2","1,2","0,48",,39 g,en quantité élevée,15 g,en quantité élevée,0.2 g,en faible quantité,1.2 g,en quantité modérée,+2%,+5%,-28%,-4%,-4%,20,+3%,E,+3%,,,,,,,
964,Fleury Michon - 280g,07288074,280 g,,['Fleury Michon'],['France'],[],['Sans huile de palme'],?,?,?,?,?,,"['Sans colorants', 'Sans conservateurs', 'Nutriscore', 'en:palm-oil-free']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
965,Wieze Cheese Crispies,5425036510296,,,,['France'],[],[],?,559,39,40,11,,,,,,,,,,,,,,,,,,,2339 kj(559 kcal),21,"1,1","1,9","0,76",,,,,,,,,,,,,,,,,,,,,,,,,
966,Poulet rôti & purée à l'ancienne - La cuisine d'Océane - 300g,22113337,300 g,,"[""La cuisine d'Océane""]",['France'],[],[],426,?,"5,3","7,1","6,2","['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à la volaille', 'Plats au poulet']","['Nutriscore', 'Nutriscore B']",,-27%,,-10%,-48%,-23%,D,78.2%,13.6%,2.4%,3.4%,1.4%,1.0%,44,,,426 kj(102 kcal),"1,6","0,2","0,7","0,28",,5.3 g,en quantité modérée,1.6 g,en quantité modérée,0.2 g,en faible quantité,0.7 g,en quantité modérée,-31%,-5%,-90%,-17%,-17%,2,+40%,B,+40%,,,,,,,
967,3760284711081,3760284711081,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,Lipton Ice Tea Green N-pétillante Pet 4X50CL 6P - 6x 50cl,8722700485568,6 x 50 cl,,['Lipton'],['France'],[],[],?,19,"0,5","4,7","0,5","['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Thés glacés']",,,,-14%,+257%,-11%,+240%,,,,,,,,,,,79 kj(19 kcal),"0,1","4,5","0,03","0,012",,0.5 g,en faible quantité,0.1 g,en faible quantité,4.5 g,en quantité modérée,0.03 g,en faible quantité,-14%,+279%,-11%,+7%,+7%,6,-18%,D,-18%,,,,,,,
969,Cinq parfums - Espig - 100g,3102878004366,100 g,,['Espig'],['France'],[],[],?,?,?,?,?,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
970,Aiguillettes canard U,2865507022966,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['FR 56.109.001 CE', 'Lauzach (Morbihan, France)']",,,,,
971,Sweetcorn burgers - El téquito - 240g,20831226,240 g,,['El téquito'],['France'],[],[],?,217,"6,9","33,2","4,6",['en:Steak de maïs doux'],['Fabriqué en Allemagne'],,,,,,,,,,,,,,,,,908 kj(217 kcal),"0,9","5,2","1,02","0,408",,6.9 g,en quantité modérée,0.9 g,en faible quantité,5.2 g,en quantité modérée,1.02 g,en quantité modérée,,,,,,5,,C,,,,,,,,
972,Filets de poulet,0215573035759,,,,['France'],[],[],?,?,?,?,?,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",['Label Rouge'],,,,,,,D,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
973,Pommes de terre bio de l'île de Batz,3760281780042,,,,['France'],[],[],?,?,?,?,?,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
974,U Bio,91217424,,,['U Bio'],['France'],[],[],?,?,?,?,?,,['Bio'],"['Super U', 'Magasins U']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
975,Crispy cubes - Mcennedy - 6x 15g,20184834,6 x 15 g,,['Mcennedy'],['France'],[],[],?,416,"7,5","80,4","6,4",,,,,,,,,,,,,,,,,,,1741 kj(416 kcal),"0,8","33,2","0,29","0,116",,,,,,,,,,,,,,,,,,,,,,,,,
976,Simon Levelt Jasmine Green Thee,8711138671667,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977,Good morning instant Oatmeal - Max Protein,8425252000738,,,['Max Protein'],"['France', 'Espagne']",[],[],?,358,6,"58,5","10,8","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', ""Farines d'avoine""]",,,,-2%,-12%,-1%,-8%,,,,,,,,,,,1498 kj(358 kcal),"1,4","0,8",0,0,,6 g,en quantité modérée,1.4 g,en faible quantité,0.8 g,en faible quantité,0 g,en faible quantité,-3%,+2%,-20%,-100%,-100%,0,,B,,,,,,,,
978,Feuille de chêne rouge - Franprix - 125g,3263858093618,125 g,,['Franprix'],['France'],[],[],?,21,0,"2,6","1,4",,,['Franprix'],,,,,,,,,,,,,,,,88 kj(21 kcal),0,"1,2","0,14","0,056",,,,,,,,,,,,,,,,,,,,"['EMB 50267', 'Lessay (Manche, France)']",,,,,
979,Miel fleurs printanières,3263620423018,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
980,Carotte rapée - Leclerc,3700462044945,,,['Leclerc'],['France'],[],[],?,36,0,"6,5","0,8","['Plats préparés', 'Légumes préparés', 'Carottes râpées']",,,,-53%,-100%,+9%,-9%,B,62.4%,0.0%,0.0%,18.7%,12.9%,6.0%,98,,,151 kj(36 kcal),0,"5,5","0,1","0,04",,0 g,en faible quantité,0 g,en faible quantité,5.5 g,en quantité modérée,0.1 g,en faible quantité,-53%,-100%,+12%,-84%,-84%,1,+83%,B,+83%,,,,,,,
981,Crepes,2020001141043,,,,['France'],[],[],?,269,"9,3",39,"6,8",,,,,,,,,,,,,,,,,,,1125 kj(269 kcal),"6,6",18,"0,66","0,264",,,,,,,,,,,,,,,,,,,,,,,,,
982,Miel D?acacia,3540860009180,,,,['France'],[],[],?,?,?,?,?,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', ""Miels d'acacia""]",,,,,,,,B,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
983,3253954340037,3253954340037,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
984,3375644001438,3375644001438,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
985,Ww bearnaise sauce,5051882223860,,,,['France'],[],[],?,68,"5,8","2,6","1,4","['Epicerie', 'Sauces', 'Sauces béarnaises']",,,,-85%,-87%,-46%,+20%,D,82.5%,9.1%,4.3%,2.2%,1.2%,0.8%,39,,,285 kj(68 kcal),"2,5","0,5","1,2","0,48",,5.8 g,en quantité modérée,2.5 g,en quantité modérée,0.5 g,en faible quantité,1.2 g,en quantité modérée,-84%,-56%,-79%,-26%,-26%,7,-57%,C,-57%,,,,,,,
986,Palais des Thés,2700921001091,,,['Palais des Thés'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
987,Moutarde d'Orléans - Martin Pouret - 200g,,200g,['Verre'],['Martin Pouret'],['France'],"[""Moutarde d'Orléans "", 'vinaigre,graines de moutarde du Val de Loire,eau,sel de Guérande', 'curcuma,arômes naturels,acidifiants : acide citrique,conservateur :disulfites de potassium']",[],597,?,10,"4,6","6,1","['Epicerie', 'Condiments', 'Sauces', 'Moutardes']","['Graines de moutardes du val de loire', 'Local']",['Boutique de la marque'],-14%,,-7%,-33%,-7%,A,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,,4,597 kj(143 kcal),"0,6","2,2","4,8","1,92","['France', 'Loiret', 'Orleans']",10 g,en quantité modérée,0.6 g,en faible quantité,2.2 g,en faible quantité,4.8 g,en quantité élevée,-16%,-27%,-43%,+2%,+2%,11,-5%,D,-5%,"['E330 - Acide citrique', 'E224 - Disulfite de potassium', '', 'Risque élevé de sur-exposition']",,,['France'],Moutarde d'Orléans,http://wwww.martin-pouret.com,
988,10 cream kakao - 10x 35g,8007380000318,10 x 35 g,,,['France'],[],[],?,442,22,55,5,,['Fabriqué en Italie'],,,,,,,,,,,,,,,,,1849 kj(442 kcal),16,38,"0,58","0,232",,,,,,,,,,,,,,,,,,,,,,,,,
989,Magdalenas cuadradas,8413080576273,,,,['France'],[],[],?,459,"24,5","54,2","5,1",,,,,,,,,,,,,,,,,,,1920 kj(459 kcal),"2,8","21,2","0,61","0,244",,,,,,,,,,,,,,,,,,,,,,,,,
990,3661030146761,3661030146761,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,Finesse Zeste de citron,7610089368385,,,,['France'],[],[],?,265,"0,1",63,"0,6",,,,,,,,,,,,,,,,,,,1109 kj(265 kcal),0,63,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,
992,Melange graines bio,3760270850091,,,,['France'],[],[],?,510,37,"15,7","19,2",,"['Bio', 'Bio européen', 'LU-BIO-04']",,,,,,,,,,,,,,,,,2134 kj(510 kcal),"4,6","1,1","0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,
993,Les grillades du chef brochettes de poulet basilic courgettes,3596690753694,,,,['France'],[],[],?,102,"2,4","0,5",18,,,,,,,,,,,,,,,,,,,427 kj(102 kcal),"0,8","0,5","1,1","0,44",,,,,,,,,,,,,,,,,,,,"['FR 79.195.001 CE', 'Nueil-les-Aubiers (Deux-Sèvres, France)']",,,,,
994,vinaigre de cepage Chardonnay - martin pouret - 35cl,3165353235220,35cl,['Verre'],['martin pouret'],['France'],"[""vinaigre a l'ancienne de vin blanc de cépage Chardonnay""]",[],?,4,"0,1","0,9","0,1","[""Vinaigre d'Orléans vinaigre de vin blancvinaigre""]",,['boutique de la marque'],,,,,,,,,,,,,,,,17 kj(4 kcal),0,"0,9","0,02","0,008",['Fleury-les-Aubrais'],0.1 g,en faible quantité,0 g,en faible quantité,0.9 g,en faible quantité,0.02 g,en faible quantité,,,,,,0,,B,,,,,['France'],,,
995,4 Sourdough Rolls - marks et spencer - 280g,00371872,280 g,['Plastique'],['marks et spencer'],['France'],"['Farine de blé contient Gluten ', 'avec Farine de blé', 'Carbonate de calcium', 'Fer', 'Niacine', 'Thiamine', ' Eau Fibresde blé ', 'contient Gluten', ' Levure ', 'Levure Levure enrichie en vitamine D', ' Farine de blé malté ', 'contient Gluten', ' Sel Gluten de blé Vinaigre Emulsifiant : E472e Agent de traitement de la farine : Acide ascorbique Huile de tournesol']",[],?,233,2,"39,9","9,9","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Pains précuits']",,['marks & spencer'],,-8%,-19%,-17%,+29%,,,,,,,,,['Gluten'],4,975 kj(233 kcal),"0,6","1,8","1,13","0,452",['united kingdom'],2 g,en faible quantité,0.6 g,en faible quantité,1.8 g,en faible quantité,1.13 g,en quantité modérée,-9%,+8%,-40%,-9%,-9%,-3,-237%,A,-237%,"[""E472e - Ester Monoacéthyltartrique de mono- et diglycérides d'acides gras""]",,,,,,
996,Sunquick,5775345855220,,,,['France'],[],[],?,85,0,20,0,,,,,,,,,,,,,,,,,,,356 kj(85 kcal),0,20,"0,01","0,004",,,,,,,,,,,,,,,,,,,,,,,,,
997,Mangue bio -,3191220017187,,,,['France'],[],[],?,325,"0,7",73,"2,7","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Mangues séchées']",['Bio'],,,-2%,+7%,-3%,+43%,,,,,,,,,,,1360 kj(325 kcal),"0,3","54,2","0,2","0,08",,0.7 g,en faible quantité,0.3 g,en faible quantité,54.2 g,en quantité élevée,0.2 g,en faible quantité,-1%,+68%,-6%,+3%,+3%,8,+20%,C,+20%,,,,,,,
998,Agika,4033443432042,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999,Objet bikini - Le Comptoir de Mathilde,3700961304786,,,['Le Comptoir de Mathilde'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,Feed,14000216,,,['Feed'],['France'],[],"['Végétalien', 'Végétarien']",?,?,?,?,?,,"['Végétarien', 'en:gluten-free', 'Végétalien', 'Fabriqué en France', 'Sans lactose']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001,Hachi parmentier au deux purées et éclats de noisette - Par Ici Cuisine - 270g,3701138135196,270 g,,['Par Ici Cuisine'],['France'],[],[],?,251,15,17,11,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats au bœuf', 'Hachis parmentier']",,,,+99%,+145%,+70%,+77%,E,91.5%,4.4%,1.4%,1.5%,0.8%,0.5%,27,,,1050 kj(251 kcal),"4,2","4,8","1,1","0,44",,15 g,en quantité modérée,4.2 g,en quantité modérée,4.8 g,en faible quantité,1.1 g,en quantité modérée,+103%,+45%,+198%,+51%,+51%,12,+315%,D,+315%,,,,,,,
1002,Koska - 1100g,17135100,1100 g,,['Koska'],['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,Oreo Dark and White Chocolate Flavoured Cream Sandwich Cookies,7622210708434,,,['Oreo'],['France'],[],[],?,476,21,71,"3,4",,,,,,,,,,,,,,,,,,,1992 kj(476 kcal),10,37,"0,51","0,204",,,,,,,,,,,,,,,,,,,,,,,,,
1004,Montag,7640150490004,,,,['France'],[],[],?,47,"0,1","11,5","0,1",,,,,,,,,,,,,,,,,,,197 kj(47 kcal),"0,1","11,5","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,
1005,4005900361646,4005900361646,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1006,Pain au chocolat pur beurre,0260144014763,,,,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1007,minute fruitée authentique - 6fois 100g,3442450000853,6 fois 100g,,['minute fruitée authentique'],['France'],"['Quetsche 65%,pomme 34%,acide ascorbique']",[],?,70,"0,5","15,9","0,3","['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Desserts', 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Compotes', 'Compotes à boire']","['Sans sucre ajouté', 'Sans arômes ajoutés']",,,+13%,+37%,+17%,-26%,B,35.2%,26.4%,14.9%,14.0%,7.5%,2.0%,96,,1,293 kj(70 kcal),"0,5","12,8","0,1","0,04",,0.5 g,en faible quantité,0.5 g,en faible quantité,12.8 g,en quantité élevée,0.1 g,en faible quantité,+11%,+282%,+2%,+971%,+971%,-3,,A,,,,,,,,
