,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,labels,traceability_code,nutriment_energy_tr,nutriment_saturated-fat_tr,nutriment_sugars_tr,nutriment_salt_tr,nutriment_sodium_tr,eco_score,categories,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_proteins_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,brand,quantity,markets,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy_tr_diff,nutriment_saturated-fat_tr_diff,nutriment_sugars_tr_diff,nutriment_salt_tr_diff,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,packaging,manufacturing,allergens,nova_score,ingredients_origins,additives,link,generic_name,brand_owner
1700,Red kidney beans - Kraft,8715700423357,['France'],[],[],?,413,"0,7",13,8,,,1728 kj(413 kcal),"0,1","2,2","0,65","0,26",,,,,,,,,,,,,,,['Kraft'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
1701,Huile d'olive vierge extra,02832678,['France'],[],[],?,900,100,0,0,,,3766 kj(900 kcal),14,0,0,0,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Matières grasses végétales', ""Produits de l'olivier"", 'Huiles', ""Huiles d'olive"", ""Huiles d'olive vierges"", ""Huiles d'olive vierges extra""]",,+5%,+5%,,,88.1%,4.5%,3.6%,2.0%,1.7%,0.0%,47,,,,100 g,en quantité élevée,14 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,+5%,0%,,-100%,-100%,6,-2%,C,-2%,,,,,,,,,
1702,Croquants pommes et fine de Bretagne,3760178791533,['France'],[],['Sans huile de palme'],?,302,"0,5",70,3,"['Sans colorants', 'Sans conservateurs', 'en:palm-oil-free']",,1264 kj(302 kcal),0,59,"0,05","0,02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1703,La madeleine - 320g,3760116503778,['France'],[],[],?,476,27,51,"6,1",,,1992 kj(476 kcal),19,29,"0,95","0,38",,,,,,,,,,,,,,,,320 g,,,,,,,,,,,,,,,,,,,,,,,,,,,
1704,Sardines tomate - Conserverie Parmentier,3019081238759,['France'],[],[],?,148,"7,4","3,1",17,,,619 kj(148 kcal),"3,1","0,2","1,2","0,48",,,,,,,,,,,,,,,['Conserverie Parmentier'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
1705,Queso beee. - 400g,8437008197333,['France'],[],[],?,?,?,?,?,"['Bio', 'Bio européen', 'ES-ECO-024-MU']",,,,,,,,,,,,,,,,,,,,,,400 g,,,,,,,,,,,,,,,,,,,,,,,,,,,
1706,Tarte au citron meringuée - Carrefour,0202460039365,['France'],[],[],?,383,18,48,"5,6",,,1602 kj(383 kcal),"9,7",39,"0,19","0,076",C,"['Tartes', 'Tartes sucrées', 'Tartes aux fruits', 'Tartelettes', 'Tartes au citron', 'Biscuit sec nappé aux fruits', 'Tartes au citron meringuées']",,+10%,+22%,+2%,+10%,81.3%,10.4%,3.5%,2.6%,2.1%,0.0%,56,['Carrefour'],,['Carrefour'],18 g,en quantité modérée,9.7 g,en quantité élevée,39 g,en quantité élevée,0.19 g,en faible quantité,+10%,+8%,+16%,-11%,-11%,21,+10%,E,+10%,,,,,,,,,
1707,Boudin noir,2448664016018,['France'],[],[],?,229,16,"3,5",16,['Sans conservateurs'],"['EMB 25053A', 'Belvoir (Doubs, France)']",958 kj(229 kcal),"5,8","0,5","1,4","0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708,Primizie - Mulino Bianco,12129720,['France'],[],['Sans huile de palme'],?,465,"19,5","61,4","7,8",['en:palm-oil-free'],,1946 kj(465 kcal),"2,2",19,"0,7","0,28",,,,,,,,,,,,,,,['Mulino Bianco'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
1709,Cookies chocolat x6,0211938022969,['France'],[],[],?,475,25,57,"5,5",,,1987 kj(475 kcal),16,39,"0,41","0,164",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1710,Boeuf couper en lamelles,0253102026304,['France'],[],[],?,10,16,"0,6","25,9",,,42 kj(10 kcal),"6,4","0,3",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1711,Sirop peche auchan,3596710474028,['France'],[],[],?,312,"0,5",78,"0,5","['Nutriscore', 'Nutriscore E']",,1305 kj(312 kcal),"0,1",77,"0,04","0,016",,,,,,,,,,,,,,,['Auchan'],,['Auchan'],,,,,,,,,,,,,,,,,,,,,,,,,,
1712,Riz japonais sélection spéciale - 1kg,4905671200666,['France'],[],[],?,358,"0,9","77,6","6,1",,,1498 kj(358 kcal),"0,29",0,"0,003","0,001",,,,,,,,,,,,,,,,1 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,
1713,Pain de campagne,3700142360204,['France'],[],[],?,256,"1,2","51,3","8,8",,,1071 kj(256 kcal),"0,38","1,9","1,52","0,608",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1714,Croissants x2 beurre fin,0212651008407,['France'],[],[],?,381,23,36,"5,9",,,1594 kj(381 kcal),16,"6,4",0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1715,La milanaise,0247534033528,['France'],[],[],?,153,"3,1","15,5","15,6",,"['FR 35.068.002 CE', 'Châteaubourg (Ille-et-Vilaine, France)']",640 kj(153 kcal),"1,3","0,3","1,14","0,456",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1716,Croq'apéro Beaufort - 100g,3265949000918,['France'],[],[],?,297,13,31,13,,,1243 kj(297 kcal),4,"6,6","1,7","0,68",,,,,,,,,,,,,,,,100 g,,,,,,,,,,,,,,,,,,,,,,,,,,,
1717,Lomo au piment doux,2676319041461,['France'],[],[],?,113,34,3,"20,2",,,473 kj(113 kcal),13,1,2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718,Marmelada - Frami - 900g,5601256621473,['France'],[],[],?,250,"0,1","60,6","0,24",,,1046 kj(250 kcal),0,"58,6","0,09","0,036",,,,,,,,,,,,,,,['Frami'],900 g,,,,,,,,,,,,,,,,,,,,,,,,,,,
1719,Mescla,8414397740753,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1720,Poivre noir moulu - Spigol,3102870048049,['France'],[],[],?,?,?,?,?,,,,,,,,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Epices', 'Poivres', 'Poivres noirs', 'Poivres moulus', 'Poivre noir moulu']",,,,,,41.9%,0.0%,34.8%,11.8%,11.5%,0.0%,94,['Spigol'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
1721,Maggi Aardappelpuree à La Minute Crème Fraîche Met Bieslook,7613034366047,['France'],[],[],?,73,"1,7","12,3","1,5",,,305 kj(73 kcal),"1,2","0,6","0,5","0,2",,,,,,,,,,,,,,,['Maggi'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
1722,Filet de poulet jaune,0253060023483,['France'],[],[],?,104,"1,3",0,23,,,435 kj(104 kcal),"0,4",0,"0,11","0,044",D,"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",,-21%,-55%,-100%,+1%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,1.3 g,en faible quantité,0.4 g,en faible quantité,0 g,en faible quantité,0.11 g,en faible quantité,-20%,-46%,-100%,-85%,-85%,-4,,A,,,,,,,,,,
1723,Vin blanc cote de bergerac moelleux,3552657014116,['France'],[],[],?,?,?,?,?,,,,,,,,D,"['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins français', 'Côtes de Bergerac']",,,,,,46.9%,6.6%,27.8%,12.7%,4.8%,1.3%,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1724,Carrés lait noisettes entières,2045134015832,['France'],[],[],?,557,36,46,"9,2",,,2330 kj(557 kcal),16,44,"0,26","0,104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1725,Poitrine fumée supérieure,2639542041462,['France'],[],[],?,292,26,"1,6",13,,,1222 kj(292 kcal),10,"0,7","2,8","1,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1726,Special K Trail Mix Protein Bars Chocolate Peanut Pecan,0038000167539,"['France', 'États-Unis']","['Peanuts', 'soy protein isolate', 'soluble corn fiber', 'sugar', 'fructose', 'pecans', 'palm kernel and palm oil', 'chocolate chunks ', 'sugar', 'chocolate', 'milkfat', 'cocoa butter', 'soy lecithin', 'natural flavor', 'salt', 'roasted soybeans', 'dextrose', 'oats', 'roasted almonds ', 'almonds', 'canola and/or safflower oil', 'contains 2% or less of crisp rice ', 'rice flour', 'sugar', 'salt', 'cocoa ', 'processed with alkali', 'glycerin', 'sea salt', 'natural flavors', 'soy lecithin', 'whey', 'rosemary extract for freshness', 'xanthan gum', 'wheat starch']","['Huile de palme', 'Non végétalien']",?,486,"25,71","42,86","22,86",,,2033 kj(486 kcal),"8,57","22,86","1,072","0,429",,"['Snacks', 'Snacks sucrés', 'Barres', 'Barres de céréales']",,+15%,+63%,-29%,+206%,,,,,,,,,,,25.7 g,en quantité élevée,8.57 g,en quantité élevée,22.9 g,en quantité élevée,1.07 g,en quantité modérée,+14%,+44%,-16%,+174%,+174%,18,+36%,D,+36%,,,"['Lait', 'Fruits à coque', 'Avoine', 'Arachides', 'Soja']",4,,"['E322i - Lécithine', 'E422 - Glycérol', 'E415 - Gomme xanthane']",,,The Kellogg Company
1727,744839,744839,['France'],[],[],?,520,30,62,6,,,2176 kj(520 kcal),18,56,1,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1728,Magret de canard cru du sud-ouest sous vide,0219007041781,['France'],[],[],?,?,?,?,?,,,,,,,,E,"['Viandes', 'Volailles', 'Canards', 'Magrets de canard']",,,,,,81.9%,9.6%,2.1%,2.2%,1.1%,3.1%,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1729,Le Vrai jambon de par ici,2204784031689,['France'],[],[],?,176,"9,7",0,23,,,736 kj(176 kcal),"3,8",0,"1,6","0,64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1730,Jambon blanc,0281459018307,['France'],[],[],?,?,?,?,?,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1731,Abbaye de vauclair 3 malts,4056489105664,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1732,Tai-chi litchi,3760247352054,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1733,Cannelle - Bedros,15863171,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,['Bedros'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
1734,Calme pain de campagne 350 gr,0201017008861,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1735,Laranja - Schweppes,8414100310341,['France'],[],[],?,29,0,"6,9",0,,,121 kj(29 kcal),0,"6,7","0,03","0,012",,,,,,,,,,,,,,,['Schweppes'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
1736,Saumon,0202433048806,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1737,Saucisses indiennes - Saveurs des mauges,3340584105317,['France'],[],[],?,276,23,"2,2",15,"['Viande Française', 'en:gluten-free', 'Viande Porcine Française']",,1155 kj(276 kcal),"9,1","0,6","2,5",1,,"['Viandes', 'Charcuteries', 'Saucisses']",,+8%,+11%,+54%,-1%,,,,,,,,['Saveurs des mauges'],,,23 g,en quantité élevée,9.1 g,en quantité élevée,0.6 g,en faible quantité,2.5 g,en quantité élevée,+8%,+15%,-20%,+28%,+28%,22,+26%,E,+26%,,,,,,,,,
1738,Fromage de vache au lait cru,2801000202306,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1739,Sel de Guérande,3760205250408,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740,Entrepinares,2350324004351,['France'],[],[],?,?,?,?,?,['en:gluten-free'],,,,,,,,,,,,,,,,,,,,,['Entrepinares'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
1741,Glace vanille Bourbon,3760109410014,['France'],[],[],?,180,8,"22,5","4,5",,"['FR 42.214.004 CE', 'Saint-Cyr-les-Vignes (Loire, France)']",753 kj(180 kcal),"4,6",22,"0,11","0,044",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742,Cidre breton Kerisac,3260427212753,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1743,saucisson sec pur porc superieur,2688490033326,['France'],[],[],?,382,"28,7","1,4","29,6",,,1598 kj(382 kcal),"12,2","1,37","5,42","2,168",D,"['Viandes', 'Charcuteries', 'Saucissons', 'Saucissons secs', 'Saucissons secs pur porc']",,-7%,-12%,-40%,+8%,79.0%,17.2%,0.6%,1.8%,1.1%,0.3%,36,,,,28.7 g,en quantité élevée,12.2 g,en quantité élevée,1.37 g,en faible quantité,5.42 g,en quantité élevée,-7%,-5%,-10%,+17%,+17%,24,-1%,E,-1%,,,,,,,,,
1744,Sirop d'agave - La Vie Claire - 660g,3276006205030,['France'],[],[],?,320,0,78,0,"['Bio', 'Bio européen', 'en:MX-BIO-141', 'AB Agriculture Biologique']",,1339 kj(320 kcal),0,65,"0,05","0,02",,"['Édulcorants', 'Sirops', 'Sirops simples', ""Sirops d'agave""]",,+3%,-100%,+1%,-100%,,,,,,,,['La Vie Claire'],660 g,['La Vie Claire'],0 g,en faible quantité,0 g,en faible quantité,65 g,en quantité élevée,0.05 g,en faible quantité,+3%,-100%,-11%,+2%,+2%,13,+1%,D,+1%,,,,,,,,,
1745,Jambon fumé cuit dans le Haut-Doubs,2281525032143,['France'],[],[],?,148,"5,5","0,4",24,"['Viande Française', 'Viande Porcine Française']","['FR 25.357.050 CE', 'Maisons-du-Bois-Lièvremont (Doubs, France)']",619 kj(148 kcal),"1,9","0,4","1,76","0,704",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1746,Pizza 3 fromages - Sole Mio,3273640000045,['France'],[],[],?,222,"8,3","25,4","10,1","['Bio', 'Bio européen', 'FR-BIO-10', 'Fabriqué en France', 'AB Agriculture Biologique']",,929 kj(222 kcal),"4,5","3,4","0,8","0,32",,,,,,,,,,,,,,,['Sole Mio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
1747,Anneaux d'encornet ail et persil,2278356022702,['France'],[],[],?,89,"1,5","2,9",16,,,372 kj(89 kcal),"0,5","0,5",2,"0,8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1748,Verboden Vrucht Amber 33 CL Clip 4 FL,5410228127574,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1749,Arizona saveur de citron,0613008752491,['France'],[],[],?,90,0,23,0,"['Sans arômes artificiels', 'Sans colorants']",,377 kj(90 kcal),0,23,0,0,,,,,,,,,,,,,,,['Arizona'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750,Cîroc Vanille,5010103940955,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1751,Sorbet citron de Sicile,3760267540851,['France'],[],[],?,137,0,30,0,"['Sans arômes artificiels', 'Fabriqué en France', 'Sans colorants']",,573 kj(137 kcal),0,29,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1752,Perle de coco aux 3 merveilles,3760078940826,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1753,Fromage Babybel - 20g,3073781112498,"['Canada', 'France']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,['Babybel'],20 g,,,,,,,,,,,,,,,,,,,['Frais'],,,,,,,,
1754,Brochettes de poulet marinées thym citron,0208248039954,['France'],[],[],?,120,"3,8","2,5",19,,,502 kj(120 kcal),"0,8",2,"0,9","0,36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1755,Cervelas sauce vinaigrette,2288425021789,['France'],[],[],?,282,27,"3,21","6,1","['Viande Française', 'Viande Porcine Française']",,1180 kj(282 kcal),"4,9","1,3","1,7","0,68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1756,Creme glace palet breton,3760228431549,['France'],[],[],?,208,"8,34","30,07","3,17",,,870 kj(208 kcal),"5,68","23,79","0,19","0,076",C,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits sablés', 'Palets']",,-58%,-67%,-50%,-46%,80.5%,11.6%,3.5%,2.3%,2.1%,0.0%,56,,,,8.34 g,en quantité modérée,5.68 g,en quantité élevée,23.8 g,en quantité élevée,0.19 g,en faible quantité,-58%,-65%,-8%,-78%,-78%,12,-50%,D,-50%,,,,,,,,,
1757,Chouchou artisanal,3518161003992,['France'],[],[],?,532,28,55,15,,,2226 kj(532 kcal),19,44,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1758,Favarger Milk Bar With Hazelnuts,7610296101812,['France'],[],[],?,597,43,41,8,,,2498 kj(597 kcal),19,40,"0,19","0,076",,,,,,,,,,,,,,,['Favarger'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
1759,Genepi du berger - Bigallet,3336770002072,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,['Bigallet'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
1760,Detox du foie - BiOrigine,3286010048981,['France'],[],[],?,?,?,?,?,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,['BiOrigine'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
1761,Demi baguette,0200925004071,['France'],[],[],?,221,"0,9",44,"7,2",,,925 kj(221 kcal),0,1,"1,1","0,44",B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Pains', 'Baguettes']",,-14%,-62%,-10%,-13%,46.8%,27.9%,16.1%,8.1%,1.1%,0.0%,95,,,,0.9 g,en faible quantité,0 g,en faible quantité,1 g,en faible quantité,1.1 g,en quantité modérée,-14%,-100%,-56%,-10%,-10%,2,-34%,B,-34%,,,,,,,,,
1762,Nougat tendre,3502790505170,['France'],[],[],?,423,11,75,"5,7",,,1770 kj(423 kcal),"0,9",65,"0,02","0,008",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763,Galettes de froment natures faites main,0201997019352,['France'],[],[],?,356,"6,2",63,11,['Sans conservateurs'],,1490 kj(356 kcal),"3,5",30,"0,16","0,064",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1764,Sucettes,3760211570170,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1765,Afeltra pasta artigianale,8033140533079,['France'],[],[],?,350,"1,9",67,13,,,1464 kj(350 kcal),"0,3","3,7","0,03","0,012",,,,,,,,,,,,,,,['Afeltra'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766,Marc de Provence,3379974594066,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1767,Moringa Premium,4019839570130,['France'],[],[],?,289,"4,5","16,4","26,7","['en:gluten-free', 'Sans lactose']",,1209 kj(289 kcal),"1,8","8,2","0,2","0,08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1768,Tribulus Terrestris - 60 Comprimés - Nature's Plus,0807205040592,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769,Miel du Morvan,3410910000033,['France'],[],[],?,0,?,?,?,"['Bio', 'Bio européen']",,0 kj(0 kcal),,,0,0,B,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels']",,-100%,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,0 g,en faible quantité,-100%,,,-100%,-100%,,,,,,,,,,,,,
1770,Poudre de spiruline - Iswari,5600317476540,['France'],[],[],?,326,1,"13,1","65,9",,,1364 kj(326 kcal),"0,5","0,1","0,9","0,36",E,"['Compléments alimentaires', 'Spiruline']",,+30%,-73%,+27%,+33%,53.3%,42.5%,1.8%,1.6%,0.8%,0.0%,25,['Iswari'],,,1 g,en faible quantité,0.5 g,en faible quantité,0.1 g,en faible quantité,0.9 g,en quantité modérée,+29%,-61%,-86%,-22%,-22%,2,-59%,B,-59%,,,,,,,,,
1771,Saucisses de veau,2619052003921,['France'],[],[],?,?,?,?,?,,,,,,,,,"['Viandes', 'Charcuteries', 'Saucisses', 'Viandes de veau', 'Saucisses de veau']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1772,Ginkgo biloba bio - 37g,3700446495909,['France'],[],[],?,?,?,?,?,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,,,,,,,,,,,37 g,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773,Konjac en grains bio - Natursoy,8428159006322,['France'],[],[],?,14,"0,1","1,4","0,1","['Bio', 'Sans gluten']",,59 kj(14 kcal),"0,1","0,2","0,1","0,04",,,,,,,,,,,,,,,['Natursoy'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774,Comté NRT 13 mois d'affinage AOP,0264523012999,['France'],[],[],?,383,32,"1,5",28,,,1602 kj(383 kcal),0,0,0,0,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages à pâte pressée cuite', 'Fromages de France', 'Comté']",,-9%,-8%,+225%,+4%,82.8%,8.1%,3.5%,3.6%,1.6%,0.4%,49,,,,32 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,-8%,-100%,-100%,-100%,-100%,-1,-108%,A,-108%,,,,,,,,,
1775,Chanterelles Sechees 20G,3184340001853,['France'],[],[],?,120,"5,21","2,08","16,37",,,502 kj(120 kcal),"1,25","0,76","0,07","0,028",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776,Canistrelli citron confit - 250g,3760007750243,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,250 g,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777,MINI PAIN AU CHOCOLAT PUR BEURRE,0260157019687,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1778,Pâté de campagne,3397131170168,['France'],[],[],?,333,"28,9","3,5","14,7","['Sans colorants', 'Sans conservateurs']",,1393 kj(333 kcal),"10,4","0,9",3,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779,Lait - Lactel,5584638757550,['France'],[],[],?,33,0,"4,8","3,2",,,138 kj(33 kcal),0,"4,8","0,11","0,044",,,,,,,,,,,,,,,['Lactel'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780,Café Bio Sereno mild und entkoffeiniert von Gepa bei Aldi,4013320110539,"['France', 'Allemagne']",[],[],?,?,?,?,?,['Bio'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Produkt'],,,,,,,,
1781,"Café Bio Organico entkoffeiniert von Gepa bei Aldi Preis 4,99€ -",4013320035016,"['France', 'Allemagne']",['Arabica'],[],?,?,?,?,?,['Bio'],,,,,,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Cafés', 'Cafés décaféinés']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782,Chipolatas Bio x6,2434673048485,['France'],[],[],?,167,10,"2,1",16,"['Bio', 'Bio européen', 'FR-BIO-12', 'Sans colorants', 'Sans conservateurs']",,699 kj(167 kcal),"4,1","0,8","1,8","0,72",D,"['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses françaises', 'Chipolatas']",,-30%,-47%,+79%,+4%,86.2%,9.9%,1.8%,1.2%,0.7%,0.2%,24,,,,10 g,en quantité modérée,4.1 g,en quantité modérée,0.8 g,en faible quantité,1.8 g,en quantité élevée,-30%,-43%,+27%,0%,0%,13,-22%,D,-22%,,,,,,,,,
1783,BANGA Ice Tea Pêche,3760096967430,['France'],[],[],?,29,0,"6,9",0,,,121 kj(29 kcal),0,"6,8",0,0,,,,,,,,,,,,,,,['Banga'],,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784,Seife Flüssig- Ombia Sanfte Pflege Aldi - 750ml,4061458007467,"['France', 'Allemagne']",[],[],?,?,?,?,?,,,,,,,,,['Non alimentaire'],,,,,,,,,,,,,"['Ombia', 'Aldi']",750ml,['Aldi'],,,,,,,,,,,,,,,,,,['Produkt'],,,,,,,,
1785,Seife Flüssig- Ombia Pfirsich Aldi,4061458012430,"['France', 'Allemagne']",[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,['Aldi'],,,,,,,,,,,,,,,,,,,,['Produkt'],,,,,,,,
1786,Brownies,0210043019352,['France'],[],[],?,464,29,45,"6,8",,,1941 kj(464 kcal),11,36,"0,06","0,024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1787,Soft-baked Milk Chocolate Peanut Butter Cup,0060383182922,['France'],[],[],?,450,26,57,10,,,1883 kj(450 kcal),8,26,"0,3","0,12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788,Kings road N°1 Gourmet popcorn,5060381060029,['France'],[],[],?,483,"26,1","53,9","6,6",,,2021 kj(483 kcal),"2,5","19,1","0,6","0,24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
