,name,bar_code,eco_score,categories,sales_countries,ingredients_list,ingredients_analysis,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,quantity,brand,labels,markets,generic_name,packaging,additives,allergens,nova_score,traceability_code,ingredients_origins,manufacturing,link,palm_ingredients,brand_owner
847,Turrón - Vicens,8410495081132,E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Aliments et boissons de Noël', 'Confiseries de Noël', 'Touron']",['France'],[],[],34 g,en quantité élevée,2.8 g,en quantité modérée,3.4 g,en faible quantité,0.07 g,en faible quantité,?,,493,-6%,2063 kj(493 kcal),-6%,34,+9%,"2,8",-47%,31,-31%,"3,4",-91%,12,0%,"0,07",+9%,"0,028",+9%,3,-82%,C,-82%,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,['Vicens'],,,,,,,,,,,,,
848,Saumon fumé,5400742102485,E,"['Produits de la mer', 'Poissons', 'Saumons', 'Poissons fumés', 'Saumons fumés']",['France'],[],[],10.6 g,en quantité modérée,3 g,en quantité modérée,0 g,en faible quantité,2.5 g,en quantité élevée,?,,182,-2%,761 kj(182 kcal),-2%,"10,6",+1%,3,+46%,0,-100%,0,-100%,"21,7",-2%,"2,5",-11%,1,-11%,14,+7%,D,+7%,96.2%,0.0%,1.6%,1.4%,0.7%,0.2%,24,,,,,,,,,,,,,,,
849,Yaourt framboise - Bernard Gaborit,3438860005441,B,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Yaourts', 'Yaourts aromatisés', 'Yaourts au lait de vache', 'Yaourts sucrés']",['France'],"['Lait demi-écrémé de vaches Jersiaises', 'Sucre de canne roux non raffine', 'Arôme bio de framboise', 'Ferments lactiques', "" Ingrédients issus de l'agriculture biologique""]",[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,58.5%,18.6%,8.7%,7.9%,5.0%,1.4%,92,,['Bernard Gaborit'],['Bio'],,,,,['Lait'],4,,,,,,
850,Petit Reblochon de Savoie au lait cru,2215186010363,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages', 'Fromages de vache', 'Fromages de France', 'Fromages à pâte pressée non cuite', 'Reblochons', 'en:aoc-cheeses', 'en:labeled-cheeses']",['France'],[],[],27.4 g,en quantité élevée,18.8 g,en quantité élevée,0.1 g,en faible quantité,1.3 g,en quantité modérée,?,,320,-1%,1339 kj(320 kcal),-1%,"27,4",+2%,"18,8",0%,"0,5",+36%,"0,1",-56%,"19,9",-1%,"1,3",-3%,"0,52",-3%,13,-9%,D,-9%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,,,,
851,Spinaci con mozzarella - Carrefour,8012666012688,,,['France'],[],[],,,,,,,,,?,,79,,331 kj(79 kcal),,"5,1",,"3,1",,"2,1",,"0,7",,"4,7",,"0,63",,"0,252",,,,,,,,,,,,,,['Carrefour'],,['Carrefour'],,,,,,,,,,,
852,TRS Dalchini 200G,5017689015992,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,Rôti de porc confit bio,2285106051103,E,"['Viandes', 'Porc', 'Rôtis de porc']",['France'],[],[],8 g,en quantité modérée,3 g,en quantité modérée,0.5 g,en faible quantité,0.7 g,en quantité modérée,?,,175,+22%,732 kj(175 kcal),+23%,8,+59%,3,+44%,"0,5",-39%,"0,5",-20%,25,+12%,"0,7",-59%,"0,28",-59%,2,-72%,B,-72%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,,,['Bio'],,,,,,,,,,,,
854,Mélange apéritif salé,2609906035956,,,['France'],[],[],,,,,,,,,?,,636,,2661 kj(636 kcal),,54,,"8,8",,"8,4",,"5,9",,24,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,,,
855,Conchiglie - Cucina - 500g,20063023,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Pâtes alimentaires', 'Pâtes de blé dur']","['France', 'Allemagne']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,500 g,['Cucina'],,,,['Tüte'],,,,,,,,,
856,Ma Tablette,3000000001615,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,Pain céréales Glaneur,0234031011470,,,['France'],[],[],,,,,,,,,?,,300,,1255 kj(300 kcal),,10,,2,,40,,1,,25,,3,,"1,2",,,,,,,,,,,,,,,,,,,,,,,,,,,
858,Bonbon au miel - 120g,3280843380577,E,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Produits de la ruche', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Bonbons', 'Bonbons au miel']",['France'],[],[],0.05 g,en faible quantité,0 g,en faible quantité,91 g,en quantité élevée,0.005 g,en faible quantité,?,,370,-4%,1548 kj(370 kcal),-4%,"0,05",-82%,0,-100%,"92,2",-2%,"91,04",+31%,"0,16",-62%,"0,005",-75%,"0,002",-75%,14,+1%,D,+1%,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,120 g,,,,,,,,,,,,,,
859,Pate de marron,3259381056633,,,['France'],[],[],,,,,,,,,?,,165,,690 kj(165 kcal),,"1,2",,"0,2",,"35,7",,"19,7",,"1,3",,"0,089",,"0,036",,,,,,,,,,,,,,,,,,,,,,,,,,,
860,"U-dong Nudeln, Oriental Seafood Flavour",0074603003102,,,['France'],[],[],,,,,,,,,?,,413,,1728 kj(413 kcal),,"13,3",,"6,7",,65,,"1,7",,"8,3",,"4,3",,"1,72",,,,,,,,,,,,,,,,,,,,,,,,,,,
861,Confiture artisanale abricot fraise -,3701112102176,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Produits à tartiner', 'Petit-déjeuners', 'Fruits et produits dérivés', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures multifruits']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,75.0%,7.5%,10.3%,5.1%,1.7%,0.4%,50,,,,,,,,,,,,,,,
862,Vinaigre de xérès Pedro Ximenez,3330146500353,B,"['Vinaigres', 'Vinaigres de vin', 'Vinaigres de vins blancs', 'Vinaigres de Xérès']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,39.4%,16.4%,33.5%,8.2%,2.4%,0.0%,91,,,,,,,,,,,,,,,
863,Panetone glacé biologique,8051499295486,,,['France'],[],[],,,,,,,,,?,,406,,1699 kj(406 kcal),,15,,8,,59,,32,,"7,8",,"0,5",,"0,2",,,,,,,,,,,,,,,"['Bio', 'Bio européen']",,,,,,,,,,,,
864,Purée d'amandes de chanvre,3760200870144,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Fruits à coques et dérivés', 'Pâtes à tartiner végétales', ""Purées d'oléagineux"", 'Beurres de fruits à coques', ""Purées d'amande""]",['France'],[],[],71.6 g,en quantité élevée,8.09 g,en quantité élevée,0.9 g,en faible quantité,0 g,en faible quantité,?,,726,+15%,3038 kj(726 kcal),+15%,"71,6",+33%,"8,09",+81%,"0,9",-89%,"0,9",-82%,"20,04",-8%,0,-100%,0,-100%,17,+342%,D,+342%,,,,,,,,,,['Bio'],,,,,,,,,,,,
865,Menu Toute Saumon,,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,Jus de pomme coing,3436923944331,,,['France'],[],[],,,,,,,,,?,,50,,209 kj(50 kcal),,"0,5",,"0,1",,"12,6",,"10,5",,"0,5",,"0,01",,"0,004",,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'FR-BIO-01', 'Sans sucre ajouté']",,,,,,,,,,,,
867,Miel de Corse - Mele di Corsica,3770002744017,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,M &M'S Peanut,0040000495383,,"['Snacks', 'Snacks sucrés', 'Confiseries']","['France', 'États-Unis']","['Milk chocolate ', 'sugar', 'chocolate', 'skim milk', 'cocoa butter', 'lactose', 'milkfat', 'peanuts', 'soy lecithin', 'salt', 'artificial and natural flavors', 'sugar', 'peanuts', 'cornstarch', 'less than 1% - palm oil', 'corn syrup', 'dextrin', 'coloring ', 'includes red 40', 'yellow 6', 'yellow 5', 'blue 1', 'blue 2', 'red 40 lake', 'yellow 6 lake', 'yellow 5 lake', 'blue 1 lake', 'blue 2 lake', 'carnauba wax', 'gum acacia']","['Huile de palme', 'Non végétalien']",25 g,en quantité élevée,10.7 g,en quantité élevée,53.6 g,en quantité élevée,0.12 g,en faible quantité,?,,500,+19%,2092 kj(500 kcal),+19%,25,+70%,"10,71",+66%,"60,71",-9%,"53,57",+8%,"10,71",+154%,"0,12",-18%,"0,048",-18%,23,+26%,E,+26%,,,,,,,,,,,,,,"['E322i - Lécithine', 'E1400 - Dextrines', 'E129 - Rouge allura AC', 'E110 - Jaune orangé S', 'E102 - Tartrazine', 'E133 - Bleu brillant FCF', '', 'Risque modéré de sur-exposition', ""E132 - Indigotine carmin d'indigo"", 'E903 - Cire de carnauba', ""E414 - Gomme d'acacia""]","['Lait', 'Arachides', 'Soja']",4,,,,,,Mars Chocolate North America LLC
869,Cookies,74177875,,,['France'],[],[],,,,,,,,,?,,511,,2138 kj(511 kcal),,"29,5",,"13,5",,"53,8",,"24,9",,"6,9",,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,,,,,,,,
870,Caramels au beurre salé,3555080027203,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Caramels', 'Caramels au beurre salé']",['France'],[],[],8.5 g,en quantité modérée,6 g,en quantité élevée,64 g,en quantité élevée,1.1 g,en quantité modérée,?,,398,-3%,1665 kj(398 kcal),-3%,"8,5",-38%,6,-33%,78,+15%,64,+27%,"2,5",+6%,"1,1",+14%,"0,44",+14%,23,-7%,E,-7%,,,,,,,,,,,,,,,,,,,,,,
871,Maucaillou N°2,3760063164824,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,Miel mille fleurs - L’abeille heureuse - 500g,6424383002200,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,500g,['L’abeille heureuse'],,,,,,,,,,,,,
873,Variations Paris Praliné - Nespresso,7630039691011,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,['Nespresso'],,,,,,,,,,,,,
874,Caramel aux éclats de galette,3271580807168,,,['France'],[],[],,,,,,,,,?,,400,,1674 kj(400 kcal),,"13,8",,"7,8",,63,,44,,"2,7",,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,,,,,
875,Spagetti glutenfri,7032069721117,,,['France'],[],[],,,,,,,,,?,,351,,1469 kj(351 kcal),,"0,9",,"0,3",,78,,"0,5",,7,,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,,,
876,P'tit cre-meuh,2901818003703,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-09']",,,,,,,,,,,,
877,Galet,3395328129340,,,['France'],[],[],,,,,,,,,?,,525,,2197 kj(525 kcal),,29,,11,,54,,53,,"8,5",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,
878,3256860700049,3256860700049,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,Apérothym,3770004905027,,,['France'],[],[],,,,,,,,,?,,222,,929 kj(222 kcal),,"11,63",,"1,15",,"32,13",,"0,78",,"8,72",,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,
880,Sève de Bouleau -,3600008408012,,"['Boissons', 'Boissons sans sucre ajouté', 'Sèves de bouleau']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,,,,,,
881,Seiche balle,5060198531590,,,['France'],[],[],,,,,,,,,?,,131,,548 kj(131 kcal),,"6,9",,"2,39",,"6,9",,"0,6",,11,,"0,394",,"0,158",,,,,,,,,,,,,,,,,,,,,,,,,,,
882,Pomme golden fqc vrac -,0200436019557,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Fruits', 'Pommes', 'Fruits frais', 'Pommes sucrées', 'Pommes fraîches', 'Pommes Golden Delicious']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,61.7%,0.0%,0.0%,19.0%,18.4%,0.9%,99,,,,,,,,,,,,,,,
883,Rillette de saumon,3770008516076,D,"['Viandes', 'Produits de la mer', 'Produits à tartiner', 'Poissons', 'Plats préparés', 'Charcuteries', 'Produits à tartiner salés', 'Rillettes', 'Préparations de poisson', 'Plats préparés au poisson', 'Rillettes de poissons', 'Rillettes de saumon', 'en:preparations-made-from-fish-meat']",['France'],[],[],6.6 g,en quantité modérée,1.4 g,en faible quantité,0.5 g,en faible quantité,2.4 g,en quantité élevée,?,,118,-46%,494 kj(118 kcal),-46%,"6,6",-62%,"1,4",-71%,"0,7",-68%,"0,5",-45%,14,+4%,"2,4",+111%,"0,96",+111%,12,+37%,D,+37%,88.2%,4.1%,1.6%,5.2%,0.7%,0.2%,25,,,"['Bio', 'Bio européen']",,,,,,,,,,,,
884,NOCCO no carbs company,4260287186026,,,['France'],[],[],,,,,,,,,?,,20,,84 kj(20 kcal),,0,,0,,0,,0,,5,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
885,Huile d'olive,5200121920033,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
886,3438910867968,3438910867968,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
887,Panettone Bio - Spumadoro - 500grammes,8006073277761,C,"['Snacks', 'Snacks sucrés', 'Viennoiseries', 'Brioches', 'Panettone']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,81.5%,11.5%,4.5%,2.1%,0.3%,0.0%,56,500 grammes,['Spumadoro'],"['Bio', 'Bio européen', 'en:gluten-free', 'Agriculture UE/Non UE', 'IT-BIO-006']",,,,,,,,,,,,
888,Assorted luxury chocolate tasting - Guylian,8377363593435,,"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Assortiments de bonbons de chocolat']",['France'],"['Sucre', 'beurre de cacao', 'lait entier en poudre', 'caramel ', 'sirop de glucóse', 'SUCre', 'lait concentré sucré', 'graisse végétale ', 'palme', 'sirop de glucosè en poudre', 'eau', 'émulsifiant: lécithine de soja', 'sel', 'arome naturel', 'graisse végétale ', 'paļme', 'pâte de caçao', 'lait écrémé en poudre', 'biscuit ', 'farine de blé', 'sucre', 'margarine ', 'contenant du soja', 'sel eau', 'extrait de chicorée', 'émulsifiant: lécithine de soja', 'huile butyrique ', 'du lait', 'cafe', 'arômenaturel Teneur en cacao: chocolat 48% min', 'chocolat au laif 31% mìn', 'chocolat blanc 25% min', ' Matière sèche du lait: chocolat au lait 23% min', 'chocolat blanc 29% min', ' Peut contenir des fruits à coque']","['Huile de palme', 'Non végétalien']",38 g,en quantité élevée,22 g,en quantité élevée,47 g,en quantité élevée,0.31 g,en quantité modérée,?,,563,+4%,2356 kj(563 kcal),+4%,38,+13%,22,+25%,50,-3%,47,+0%,"5,8",-4%,"0,31",+115%,"0,124",+115%,28,+12%,E,+12%,,,,,,,,,['Guylian'],,,,,['E322i - Lécithine'],"['Gluten', 'Lait', 'Soja']",4,,,,,['Huile de palme'],
889,Huile vierge de Noix - Lapalisse bio - 25cl,3155700003671,D,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Matières grasses', 'Fruits à coques et dérivés', 'Matières grasses végétales', 'Huiles', 'Huiles de fruits à coques', 'Huiles de noix']",['France'],[],[],92 g,en quantité élevée,8.9 g,en quantité élevée,0 g,en faible quantité,0 g,en faible quantité,?,,828,-6%,3464 kj(828 kcal),-6%,92,-6%,"8,9",-6%,0,-100%,0,-100%,0,-100%,0,-100%,0,-100%,5,-7%,C,-7%,92.8%,2.3%,2.5%,1.3%,1.2%,0.0%,36,25 cl,['Lapalisse bio'],"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,,,,,,
890,Lapin Entier,3277820068221,D,"['Viandes', 'Viande de lapin']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,,,,['Barquette'],,,,,,,,,
891,Oeufs de Lompe - La Barre,3246990037351,,"['Conserves', 'Frais', 'Œufs de poisson', 'Semi-conserves', 'Œufs de lump']",['France'],[],[],3.7 g,en quantité modérée,0.8 g,en faible quantité,0.2 g,en faible quantité,5 g,en quantité élevée,?,,71,-16%,297 kj(71 kcal),-16%,"3,7",-3%,"0,8",-12%,"0,9",-21%,"0,2",-26%,"8,6",-13%,5,+15%,2,+15%,5,-38%,C,-38%,,,,,,,,,['La Barre'],,,,,,,,,,,,,
892,Mosterd met piquanté peppers 45g,8718247225002,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893,Celeri remoulade,2007338008997,B,"['Plats préparés', 'Légumes préparés', 'Céleris Rémoulade']",['France'],[],[],13 g,en quantité modérée,1 g,en faible quantité,2 g,en faible quantité,0.8 g,en quantité modérée,?,,145,+12%,607 kj(145 kcal),+12%,13,+12%,1,+1%,"3,5",+7%,2,+15%,2,+65%,"0,8",-21%,"0,32",-21%,3,-13%,C,-13%,68.7%,4.1%,11.5%,9.5%,4.9%,1.3%,91,,,['Fabriqué en France'],,,,,,,,,,,,
894,Poulet jaune prêt à cuire - La Nouvelle Agriculture,0213319032277,,,['France'],[],[],,,,,,,,,?,,179,,749 kj(179 kcal),,11,,"2,8",,0,,0,,20,,"0,15",,"0,06",,,,,,,,,,,,,,['La Nouvelle Agriculture'],,,,,,,,"['FR 79.195.003 CE', 'Nueil-les-Aubiers (Deux-Sèvres, France)']",,,,,
895,Peanut butter +,77943620,,,['France'],[],[],,,,,,,,,?,,618,,2586 kj(618 kcal),,"49,1",,"8,4",,"5,6",,"2,3",,"33,9",,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,,,,,,,
896,Yaourt Grec FAGE Total 2%,5201054016671,,,"['Belgique', 'France']",[],[],,,,,,,,,?,,70,,293 kj(70 kcal),,2,,"1,3",,3,,3,,"9,9",,"0,1",,"0,04",,,,,,,,,,,,,,['Fage'],,['Delhaize'],,,,,,,,,,,
897,Falafels puree de carotte legumes cuisines - Monoprix,3350033592254,,,['France'],[],[],,,,,,,,,?,,79,,331 kj(79 kcal),,4,,"1,7",,"6,2",,"3,2",,"1,9",,"0,7",,"0,28",,,,,,,,,,,,,,['Monoprix'],,['Monoprix'],,,,,,,,,,,
898,Raisin Blanc Italia,2824217006697,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899,Confiture framboise sans pepin - La Francomtoise de Confiturerie,3455140005007,C,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Petit-déjeuners', 'Pâtes à tartiner végétales', 'Produits à tartiner sucrés', 'Confitures et marmelades', 'Confitures', 'Confitures de fruits rouges', 'Confitures de framboises']",['France'],[],[],0.5 g,en faible quantité,0.1 g,en faible quantité,54 g,en quantité élevée,0.01 g,en faible quantité,976,+3%,?,,976 kj(233 kcal),+4%,"0,5",+85%,"0,1",+116%,55,+3%,54,+5%,"0,7",+4%,"0,01",-53%,"0,004",-53%,11,+24%,D,+24%,65.8%,9.7%,13.4%,8.4%,2.2%,0.6%,60,,['La Francomtoise de Confiturerie'],,,,,,,,,,,,,
900,Buche du pilat,2488003022966,,,['France'],[],[],,,,,,,,,?,,244,,1021 kj(244 kcal),,20,,14,,1,,1,,15,,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,,,,,,,,
901,Orleanais - camembert en chocolat,3395250108437,D,"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']","['France', 'Espagne']",[],[],36.1 g,en quantité élevée,7.4 g,en quantité élevée,26.4 g,en quantité élevée,0 g,en faible quantité,?,,559,+70%,2339 kj(559 kcal),+71%,"36,1",+36%,"7,4",-58%,"47,8",+3850%,"26,4",+3458%,"10,8",-47%,0,-100%,0,-100%,13,-5%,D,-5%,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,,,,
902,The goji acai - Whittard - 40g,5022032116226,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,40 g,['Whittard'],,,,,,,,,,,,,
903,Veritable Andouille de Guemene,2619002024600,E,"['Viandes', 'Charcuteries', 'Andouilles', 'Andouilles de Guémené']",['France'],[],[],19 g,en quantité modérée,10 g,en quantité élevée,0.5 g,en faible quantité,1.9 g,en quantité élevée,?,,233,-7%,975 kj(233 kcal),-6%,19,-6%,10,-1%,"0,5",+33%,"0,5",+78%,15,-9%,"1,9",-21%,"0,76",-21%,19,-12%,E,-12%,81.2%,13.0%,3.0%,0.8%,0.4%,1.6%,11,,,['Point Vert'],,,,,,,,,,,,
904,Truffel nougat - 215g,4101730003364,,,['France'],[],[],,,,,,,,,?,,538,,2251 kj(538 kcal),,"33,4",,15,,"50,9",,"46,8",,"7,1",,"0,1",,"0,04",,,,,,,,,,,,,215 g,,,,,,,,,,,,,,
905,GEWURZTRAMINER 13.5 % VOL 75CL - 75cL,3158967300057,,"['Gewurtzraminer', 'Gewürztraminer']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,75 cL,,,,,,,,,"['EMB 68155A', 'Ingersheim (Haut-Rhin, France)']",,,,,
906,"Joghurt, Mild, Erdbeere",4300175444156,,,['France'],[],[],,,,,,,,,?,,105,,439 kj(105 kcal),,"3,9",,"2,6",,14,,13,,"3,4",,"0,13",,"0,052",,,,,,,,,,,,,,,,,,,,,,,,,,,
907,Bonbons au Miel - 300g,3770006149191,E,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Produits de la ruche', 'Bonbons', 'Bonbons au miel']",['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,300 g,,,,,,,,,,,,,,
908,Knusper-brot - Rinatura,4013200258900,,,['France'],[],[],,,,,,,,,?,,438,,1833 kj(438 kcal),,18,,"6,2",,45,,"1,9",,18,,"1,5",,"0,6",,,,,,,,,,,,,,['Rinatura'],"['Bio', 'Bio européen', 'DE-ÖKO-001', 'Agriculture UE/Non UE', 'Sans lactose']",,,,,,,,,,,,
909,piada,8001551021041,,,['France'],[],[],,,,,,,,,?,,321,,1343 kj(321 kcal),,"10,5",,"1,9",,49,,"1,2",,"6,9",,"2,1",,"0,84",,,,,,,,,,,,,,,,,,,,,,,,,,,
910,Bouchées aux crevettes,5999885543069,,,['France'],[],[],,,,,,,,,?,,213,,891 kj(213 kcal),,"11,3",,"4,11",,"14,2",,"2,31",,"12,26",,"0,44",,"0,176",,,,,,,,,,,,,,,,,,,,,,,,,,,
911,crevettes -,2155854007502,,,"['France', 'Suisse']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,Saumon,2469435078981,D,"['Produits de la mer', 'Poissons', 'Saumons']",['France'],[],[],9.11 g,en quantité modérée,2.33 g,en quantité modérée,0 g,en faible quantité,3.24 g,en quantité élevée,?,,169,-8%,707 kj(169 kcal),-8%,"9,11",-13%,"2,33",+14%,0,-100%,0,-100%,"2,1",-90%,"3,24",+34%,"1,296",+34%,14,+27%,D,+27%,96.3%,0.0%,1.4%,1.4%,0.7%,0.2%,24,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,"['EMB 73179', 'Motte-Servolex (Savoie, France)']",,,,,
913,Go cheese - Kroger,0011110850010,,,['France'],[],[],,,,,,,,,?,,90,,377 kj(90 kcal),,7,,2,,2,,2,,3,,"0,44",,"0,176",,,,,,,,,,,,,,"['Kroger', 'The Kroger Co.']",,,,,,,,,,,,,
914,French truffles,0200030050499,,,['France'],[],[],,,,,,,,,?,,569,,2381 kj(569 kcal),,38,,23,,48,,39,,"6,9",,"0,46",,"0,184",,,,,,,,,,,,,,,['Fabriqué en France'],,,,,,,,,,,,
915,Menthe - Delhaize - 20g,5400112311905,B,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Epicerie', 'Condiments', 'Plantes condimentaires', 'Plantes aromatiques', 'Herbes aromatiques', 'Menthe']","['Belgique', 'France']",[],[],0.9 g,en faible quantité,0.2 g,en faible quantité,0 g,en faible quantité,0.1 g,en faible quantité,?,,100,+54%,418 kj(100 kcal),+53%,"0,9",+307%,"0,2",+125%,15,+18%,0,-100%,4,+350%,"0,1",+23%,"0,04",+23%,,,,,63.0%,0.0%,17.1%,8.8%,8.2%,2.9%,94,20 g,['Delhaize'],,['Delhaize'],,,,,,,,,,,
916,Felix Chili con Carne - 2900g,9000295833094,,,"['Autriche', 'France']",[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,2900 g,,,,,,,,,,,,,,
917,Tarte pommes,0200409019027,,,['France'],[],[],,,,,,,,,?,,210,,879 kj(210 kcal),,"8,1",,"5,5",,32,,17,,"1,6",,"0,32",,"0,128",,,,,,,,,,,,,,,,,,,,,,,,,,,
918,Airborne Manuka Honey Health,94186130,,,['France'],[],[],,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,Wafers - Noel,7702025186457,,,['France'],[],[],,,,,,,,,?,,471,,1971 kj(471 kcal),,19,,8,,71,,38,,4,,"0,16",,"0,064",,,,,,,,,,,,,,['Noel'],,,,,,,,,,,,,
