,name,bar_code,eco_score,quantity,brand,categories,labels,sales_countries,ingredients_list,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,manufacturing,traceability_code,additives,allergens,brand_owner,ingredients_origins,markets,generic_name,link,palm_ingredients,producer_info,origin_detail
1451,Eau de source de montagne source Laqueuille - 6 x 75 cl UNITÉ - Marque Repère - 4500g,3564700371015,,4500 g,"['Marque Repère', 'Laqueuille']",,,['France'],"['Résidu sec à 180°C : 74 mg/l - pH : 7,5']",[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,['Bouteille'],,,,,,,['Leclerc'],,,,,
1452,Abricot sec,2600110035367,D,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Aliments à base de fruits et de légumes', 'Fruits et produits dérivés', 'Produits déshydratés', 'Aliments à base de plantes séchées', 'Fruits secs', 'Abricots secs']",,['France'],[],[],,0.5 g,en faible quantité,0.02 g,en faible quantité,53.4 g,en quantité élevée,0.02 g,en faible quantité,?,,283,+8%,1184 kj(283 kcal),+8%,"0,5",+3%,"0,02",-67%,"62,6",+8%,"53,4",+18%,"3,4",+10%,"0,02",-43%,"0,008",-43%,6,+73%,C,+73%,45.6%,45.5%,2.7%,4.3%,1.9%,0.0%,38,,,,,,,,,,,,,
1453,Châteauneuf Du Pape 75Cl - Casino - 75cL,3222471124499,D,75 cL,"['Casino', 'Club des Sommeliers']","['Boissons', 'Boissons alcoolisées', 'Vins', 'Vins rouges']",,['France'],[],[],,,,,,,,,,?,,68,+127%,285 kj(68 kcal),+126%,0,-100%,0,-100%,"0,2",-93%,"0,05",-96%,"0,1",-82%,0,-100%,0,-100%,,,,,38.9%,16.2%,33.0%,8.1%,2.4%,1.3%,43,,,,,,,,['Casino'],,,,,
1454,Bonhomme St Nicolas choco - Delhaize,5400112183434,,,['Delhaize'],,,"['Belgique', 'France']",[],[],,,,,,,,,,?,,355,,1485 kj(355 kcal),,"8,6",,4,,60,,16,,"7,8",,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,['Delhaize'],,,,,
1455,Pasta mezzelune - Deluxe,4056489004950,,,['Deluxe'],,,['France'],[],[],,,,,,,,,,?,,270,,1130 kj(270 kcal),,"9,2",,"3,8",,34,,"6,2",,12,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,
1456,Energydrink - 330ml,42149804,,330 ml,,,,['France'],[],[],,,,,,,,,,?,,45,,188 kj(45 kcal),,0,,0,,"10,5",,"10,5",,"0,01",,"0,22",,"0,088",,,,,,,,,,,,,,,,,,,,,,,,,
1457,"Bloc de foie gras avec 50% morceaux, Grande Sélection Champagne - Maison Montfort - 410g",3104544070431,B,410g,['Maison Montfort'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard']",['IGP Sud-Ouest'],['France'],"['Foie gras de canard ', 'origine France', 'morceaux de foie gras de canard 50% ', 'origine France', ' ', 'eau,Champagne 1,8%', 'sel', 'poivre de Malabar 0,18%', 'sucre', 'poivre blanc 0,09 %', 'gingembre', 'cardamome', 'antioxydant : ascorbate de sodium', 'conservateur : nitrite de sodium']","['Non végétalien', 'Non végétarien']",3,51 g,en quantité élevée,22 g,en quantité élevée,1 g,en faible quantité,0.97 g,en quantité modérée,?,,494,-4%,2067 kj(494 kcal),-3%,51,-4%,22,-2%,"2,1",-10%,1,-26%,"6,5",-6%,"0,97",-20%,"0,388",-20%,20,-3%,E,-3%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,['Sous vide'],['France'],,"['E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,,,,,,,,
1458,Jambonneau,3342633200004,,,,"['Viandes', 'Charcuteries', 'Charcuteries cuites']",,['France'],[],[],,8.8 g,en quantité modérée,3.1 g,en quantité modérée,0.5 g,en faible quantité,1.7 g,en quantité élevée,?,,160,-4%,669 kj(160 kcal),-1%,"8,8",+4%,"3,1",-4%,"0,5",-64%,"0,5",-31%,20,+7%,"1,7",-11%,"0,68",-11%,11,+15%,D,+15%,,,,,,,,,,,,,,,,,,,,
1459,Crunchy muesli chocolat - Denner,7610029167665,,,['Denner'],,,"['France', 'Suisse']",[],[],,,,,,,,,,?,,417,,1745 kj(417 kcal),,11,,3,,67,,25,,9,,"0,69",,"0,276",,,,,,,,,,,,,,,,,,,,['Denner'],,,,,
1460,Épices barbecue,5410531006924,,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1461,Figue Natural Energy,,,,,,,['France'],[],[],,,,,,,,,,?,,250,,1046 kj(250 kcal),,"1,4",,0,,"55,6",,0,,"3,77",,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1462,Bio-Honig Sonnenblume - Bio Sonne - 500g,20162283,B,500g,['Bio Sonne'],"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",['Bio'],['France'],['100% Sonnenblumenhonig aus ökologischer Imkerei'],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,['Glas'],,,,,,,,,,,,
1463,12 oeufs frais,3251320071523,,,,,,['France'],"[""Catégorie A - Œufs de poules élevées en plein air - Code du producteur sur l'œuf:1= plein air"", 'FR = France', ""3 lettres = identification de l'élevage"", '2 chiffres = N° du bâtiment']",['Non végétalien'],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1464,Salade Crous Bowl - Crous Languedoc Roussillon - 425g,00015769,,425 g,['Crous Languedoc Roussillon'],"['Plats préparés', 'Salades', 'Salades composées']",,['France'],"['Salade mélangée 35', '3%', ' salade quinoa BOULGOUR cranberry 35,3% ', 'boulgour de BLE réhydraté 37,9% [eau', 'BLE dur précuit ] quinoa cuit 20%', 'tomate 10%', 'huile de colza', 'concombre 7%', 'courgette 5%', 'cranberries 4% [cranberries', 'sucre', 'huile de tournesol]', ""raisin golden 4% [agent d'enrobage : huile de tournesol]"", 'jus concentré de citron', 'menthe', ""vinaigre d'alcool"", 'sel', 'persil', 'ail', 'conservateur : E202', 'piment doux', 'pomme 11,8%', 'chou rouge émincé 4,7%', 'carottes râpées 4,7%', 'NOIX DE CAJOU grillées 4,7%', 'radis']",[],4,5.2 g,en quantité modérée,0.7 g,en faible quantité,5.1 g,en quantité modérée,0.4 g,en quantité modérée,?,,107,-30%,448 kj(107 kcal),-29%,"5,2",-42%,"0,7",-48%,"11,5",+14%,"5,1",+126%,"2,3",-58%,"0,4",-54%,"0,16",-54%,-5,-429%,A,-429%,,,,,,,,['Barquette plastique'],,,"['E202 - Sorbate de potassium', '', 'Risque élevé de sur-exposition']","['Gluten', 'Fruits à coque']",,,['Crous Languedoc Roussillon'],,,,,
1465,Cordero de calidad,3760187761275,,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1466,59668466,59668466,,,,,"['Nutriscore', 'Nutriscore C']",['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467,Hackfleich - 500g,4004951036947,,500g,,,,"['France', 'Allemagne']",[],[],,,,,,,,,,?,,157,,657 kj(157 kcal),,9,,"3,8",,0,,0,,19,,"0,25",,"0,1",,,,,,,,,,,,,,,['DE BW-03550 EG'],,,,,,,,,,
1468,Pad thaï stir-fry sauce - Exotic Food,8853662041315,,,['Exotic Food'],,,['France'],[],[],,,,,,,,,,?,,153,,640 kj(153 kcal),,"4,4",,1,,24,,19,,"3,5",,"4,06",,"1,624",,,,,,,,,,,,,,,,,,,,,,,,,
1469,Boulettes de Poulet Panées - Nature de France,3422210448231,,,['Nature de France'],,['Bio'],['France'],[],[],,,,,,,,,,?,,197,,824 kj(197 kcal),,9,,"1,5",,15,,1,,13,,"1,2",,"0,48",,,,,,,,,,,,,,,,,,,,,,,,,
1470,Duo de crudite,29001491,,,,,,['France'],[],[],,,,,,,,,,?,,156,,653 kj(156 kcal),,"14,5",,1,,"3,9",,"3,1",,1,,"1,23",,"0,492",,,,,,,,,,,,,,,,,,,,,,,,,
1471,Infusion,4012346502700,,,,,['Bio'],['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1472,Cookie double  chocolat - Le petit marseillais - 1,2090000190298,,1,['Le petit marseillais'],,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1473,"Galettes céréales boulghour de blé, roquefort, figues - Céréal Bio",3175681236653,,,['Céréal Bio'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Plats préparés', 'Substituts de viande', ""Plats préparés d'origine végétale"", 'Steaks végétaux']","['Bio', 'Bio européen', 'AB Agriculture Biologique', 'Agriculture UE/Non UE', 'FR-BIO-01', 'Sans colorants']",['France'],[],[],,8.5 g,en quantité modérée,1.9 g,en quantité modérée,5 g,en quantité modérée,1 g,en quantité modérée,?,,233,+14%,975 kj(233 kcal),+15%,"8,5",-5%,"1,9",+30%,29,+72%,5,+112%,"6,6",-37%,1,-5%,"0,4",-5%,4,+2820%,C,+2820%,,,,,,,,['Carton'],,,,,,,,,,,,
1474,Wellness Active Granatapfell Cranberry,4013256013324,,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1475,MAY TEA thé vert parfum citron,3124464493370,,,['May Tea'],,,['France'],[],[],,,,,,,,,,?,,20,,84 kj(20 kcal),,0,,0,,"4,7",,"4,6",,0,,"0,03",,"0,012",,,,,,,,,,,,,,,,,,,,,,,,,
1476,Le carré Bedouin Amande-Pomme,3563783110160,,,,,"['Bio', 'Végétarien', 'Bio européen', 'Végétalien', 'AB Agriculture Biologique', 'FR-BIO-01']",['France'],[],"['Végétalien', 'Végétarien']",,,,,,,,,,?,,441,,1845 kj(441 kcal),,23,,2,,46,,31,,10,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1477,Cuisse de dinde,2245033001770,D,,,"['Viandes', 'Volailles', 'Dindes', 'Cuisses de dinde']",,['France'],[],[],,14 g,en quantité modérée,4.1 g,en quantité modérée,0.5 g,en faible quantité,0.19 g,en faible quantité,?,,194,+26%,812 kj(194 kcal),+29%,14,+65%,"4,1",+67%,"0,5",-29%,"0,5",-15%,17,-9%,"0,19",-54%,"0,076",-54%,1,+180%,B,+180%,83.0%,9.4%,2.7%,2.7%,1.4%,0.9%,37,,,"['FR 41.238.001 CE', 'Savigny-sur-Braye (Loir-et-Cher, France)']",,,,,,,,,,
1478,Miel de fleurs - 1000g,3015617400201,B,1000 g,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de fleurs']",,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,
1479,Lumières de fêtes - Lanvin - 800g,7613036451321,,800 g,['Lanvin'],"['Snacks', 'Snacks sucrés', 'Cacao et dérivés', 'Confiseries', 'Confiseries chocolatées', 'Bonbons de chocolat', 'Assortiments de bonbons de chocolat']",,['France'],"['sucre', 'lait', 'pâte de cacao', 'beurre de cacao', 'beurre pâtissier', 'huile de palme', 'noisettes', 'lait entier en poudre', 'huile de karité', 'lait écrémé en poudre', 'amandes', 'petit-lait filtré en poudre', 'farine de blé', 'émulsifiant ', 'lécithines', 'petit-lait', 'maltodextrines', ""farine d'orge malté"", 'poudre à lever ', 'carbonates de sodium', 'sel', 'arômes naturels', 'arôme naturel de vanille', ' Peut contenir: oeuf']","['Huile de palme', 'Non végétalien', 'Peut-être végétarien']",4,34 g,en quantité élevée,17 g,en quantité élevée,52 g,en quantité élevée,0.18 g,en faible quantité,?,,548,+1%,2293 kj(548 kcal),+1%,34,+1%,17,-3%,53,+3%,52,+11%,"6,7",+11%,"0,18",+25%,"0,072",+25%,26,+4%,E,+4%,,,,,,,,,,,"['E322 - Lécithines', 'E500 - Carbonates de sodium']","['Gluten', 'Lait', 'Fruits à coque']",,,,,,['Huile de palme'],,
1480,Wiener Würstchen geräuchert - Landbeck - 4pcs,29067527,,4pcs,"['Landbeck', 'Aldi']","['Viandes', 'Charcuteries', 'Saucisses', 'Saucisses allemandes']",,"['France', 'Allemagne']","[""Schweinefleisch' "", '91%', 'Trinkwasser', 'jodiertes Speisesalz ', 'Speisesalz', 'Kaliumjodat', 'Gewürze', 'Stabilisator: Diphosphate', ' Antioxidationsmittel: Ascorbinsare', ' Konservierungsstoff: Natriumnitrit', ' Schafsaitling', 'Buchen holzrauch']","['Non végétalien', 'Non végétarien']",4,23 g,en quantité élevée,9.9 g,en quantité élevée,1 g,en faible quantité,2 g,en quantité élevée,1115,-2%,268,+2%,1115 kj(268 kcal),+1%,23,+4%,"9,9",+18%,1,-13%,1,+34%,"14,5",+4%,2,+1%,"0,8",+1%,20,+6%,E,+6%,,,,,,,,"['PP5', '♷']",,,"['E450 - Diphosphates', '', 'Risque élevé de sur-exposition', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",,,,['Aldi'],Wiener Würstchen,,,,
1481,Yaourt orange-ananas - Ker Ronan,3760176402202,,,['Ker Ronan'],,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1482,Sucre de canne - Eco Basics,8411058000270,B,,['Eco Basics'],"['Édulcorants', 'Sucres', 'Sucres de canne']",,['France'],"['Ingredientes: Azúcar de caña de cultivo ecológico', ' Valor energético: 1700 kJ /']",[],,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,0 g,en faible quantité,?,,400,+2%,1674 kj(400 kcal),+2%,0,-100%,0,,100,+2%,0,-100%,0,-100%,0,-100%,0,-100%,4,-72%,C,-72%,87.6%,0.0%,7.4%,3.3%,1.8%,0.0%,81,,,,,,,,,,,,,
1483,Izarra Jaune Liqueur 40º - 70cl,3049160140703,E,70cl,['Izarra'],"['Boissons', 'Boissons alcoolisées', 'Liqueurs']",['en:traditional-speciality-guaranteed'],['France'],"['alcool', 'sucre', 'armagnac', 'miel', 'plantes aromatiques et épices ', 'dont amandes et noix', 'colorant: E102']","['Sans huile de palme', 'Non végétalien', 'Végétarien']",4,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,0,-100%,0,-100%,,,,,57.4%,11.3%,20.5%,8.1%,1.7%,1.0%,33,['70cl'],,,['E102 - Tartrazine'],['Fruits à coque'],,,,,,,,
1484,Tarte en or feuilletée - Herta - Lot de 2,7613036064330,,Lot de 2,['Herta'],,"['Sans additifs', 'Sans conservateurs']",['France'],[],[],,,,,,,,,,?,,403,,1686 kj(403 kcal),,"24,46",,"6,73",,"35,68",,"0,22",,"7,19",,"1,08",,"0,432",,,,,,,,,,,,,,,,,,,,,,,,,
1485,Pain multi cereales vitamine,0200400007542,,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1486,Käsewürfel zum überbacken oder Salat - Finello - 150g,5711953079900,D,150 g,['Finello'],"['Produits laitiers', 'Produits fermentés', 'Produits laitiers fermentés', 'Fromages']",,"['France', 'Allemagne']",[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,84.0%,5.8%,4.0%,4.0%,1.8%,0.5%,54,,,,,,,,,,,,,
1487,Speculoos - Lotus,5410126086522,D,,['Lotus'],"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Spéculoos']",,['France'],[],[],,19 g,en quantité modérée,8.8 g,en quantité élevée,38.1 g,en quantité élevée,0.92 g,en quantité modérée,?,,484,+2%,2025 kj(484 kcal),+2%,19,+1%,"8,8",-2%,"72,6",+5%,"38,1",+14%,"4,9",-13%,"0,92",+29%,"0,368",+29%,26,+16%,E,+16%,83.0%,9.8%,3.2%,2.0%,1.9%,0.0%,53,,,,,,,,,,,,,
1488,Moelleux,0056573112039,,,,,,['France'],[],[],,,,,,,,,,?,,277,,1159 kj(277 kcal),,"2,7",,"0,7",,"51,8",,"5,5",,11,,"0,518",,"0,207",,,,,,,,,,,,,,,,,,,,,,,,,
1489,Terrine de porc du Sud-Ouest au piment d'Espelette - Comtesse du Barry,3660806018622,,,['Comtesse du Barry'],,,['France'],[],[],,,,,,,,,,?,,317,,1326 kj(317 kcal),,28,,10,,"1,1",,"0,9",,14,,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,,
1490,Cuisse de Poulet - Leader Price,3263859867225,D,,['Leader Price'],"['Viandes', 'Volailles', 'Poulets', 'Cuisses de poulet']",,['France'],[],[],,11.7 g,en quantité modérée,3.5 g,en quantité modérée,0 g,en faible quantité,0 g,en faible quantité,?,,179,-6%,749 kj(179 kcal),-6%,"11,7",-6%,"3,5",+4%,"0,4",+26%,0,-100%,"17,9",-3%,0,-100%,0,-100%,0,-100%,B,-100%,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,,,,,['Leader Price'],,,,,
1491,Rôti de veau façon orloff -,2274160011611,,,,"['Viandes', 'Viandes de veau']",,['France'],[],[],,13 g,en quantité modérée,5 g,en quantité modérée,0.5 g,en faible quantité,0.39 g,en quantité modérée,?,,197,+11%,824 kj(197 kcal),+11%,13,+17%,5,+15%,"1,1",-46%,"0,5",+61%,19,+14%,"0,39",-42%,"0,156",-42%,2,-60%,B,-60%,,,,,,,,,,,,,,,,,,,,
1492,Mangues sechees le zip bio - JusteBio - 200g,3700146201909,,200 g,['JusteBio'],,['Bio'],['France'],[],[],,,,,,,,,,?,,294,,1230 kj(294 kcal),,"2,2",,"0,5",,62,,60,,"2,9",,"0,13",,"0,052",,,,,,,,,,,,,,,,,,,,,,,,,
1493,wafer rolls -,5908310285627,D,,,"['Snacks', 'Snacks sucrés', 'Biscuits et gâteaux', 'Biscuits', 'Biscuits au chocolat', 'Gaufrettes', 'Gaufrettes fourrées', 'Gaufrettes fourrées au chocolat']",,"['France', 'Espagne']",[],[],,26 g,en quantité élevée,7 g,en quantité élevée,43 g,en quantité élevée,0.23 g,en faible quantité,?,,551,+7%,2305 kj(551 kcal),+6%,26,-5%,7,-60%,64,+7%,43,+22%,"5,6",-8%,"0,23",-13%,"0,092",-13%,22,-2%,E,-2%,82.4%,11.3%,2.3%,2.5%,1.4%,0.0%,41,,,,,,,,,,,,,
1494,Mini-galettes,5400101023680,,,,,,['France'],[],[],,,,,,,,,,?,,486,,2033 kj(486 kcal),,20,,10,,67,,29,,"7,7",,1,,"0,4",,,,,,,,,,,,,,,,,,,,,,,,,
1495,Moutarde de Dijon - Auchan,3596710640584,B,,['Auchan'],"['Epicerie', 'Condiments', 'Sauces', 'Moutardes', 'Moutardes de Dijon']",['Bio'],['France'],"['vinaigre d alcool', 'graines de moutarde', 'eau', 'sel']","['Sans huile de palme', 'Végétalien', 'Végétarien']",3,11.3 g,en quantité modérée,0.7 g,en faible quantité,2.1 g,en faible quantité,5.62 g,en quantité élevée,?,,165,+4%,690 kj(165 kcal),+4%,"11,3",-2%,"0,7",-8%,"7,4",+103%,"2,1",-7%,"6,3",-12%,"5,62",-5%,"2,248",-5%,12,+11%,D,+11%,57.4%,14.5%,21.8%,4.8%,1.5%,0.0%,75,"['Bocal', 'Verre']",,,,['Moutarde'],,,['Auchan'],,,,,
1496,4 feuilletes bolognaise,3248481007300,,,,,,['France'],[],[],,,,,,,,,,?,,244,,1021 kj(244 kcal),,13,,"7,1",,26,,"2,2",,"4,7",,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,,,,,
1497,Bonhommes brioches,26045177,,,,,,['France'],[],[],,,,,,,,,,?,,316,,1322 kj(316 kcal),,"6,1",,"3,6",,54,,12,,10,,"1,3",,"0,52",,,,,,,,,,,,,,,,,,,,,,,,,
1498,Spécialiste de pruneau,2609916029853,,,,,,['France'],[],[],,,,,,,,,,?,,245,,1025 kj(245 kcal),,"0,5",,"0,1",,56,,35,,2,,"0,01",,"0,004",,,,,,,,,,,,,,,,,,,,,,,,,
1499,Escalope de dinde marine a la milanaise - Le Gaulois,2431641021129,D,,['Le Gaulois'],"['Viandes', 'Volailles', 'Volailles cuites', 'Dindes', 'Escalopes de dinde', 'Escalopes de dinde à la milanaise']",,['France'],[],[],,0.8 g,en faible quantité,0.01 g,en faible quantité,1.9 g,en faible quantité,0.7 g,en quantité modérée,?,,121,-8%,506 kj(121 kcal),-8%,"0,8",-49%,"0,01",-98%,"5,8",-15%,"1,9",+3%,22,+3%,"0,7",-22%,"0,28",-22%,-1,-246%,A,-246%,78.1%,11.6%,2.2%,2.7%,1.1%,4.2%,37,,,,,,,,['Escalope de dinde a la milanaise'],,,,,
1500,Fromage à raclette à l'ail des ours - Delhaize - 180g,5400112732502,,180 g,['Delhaize'],,['Nutriscore'],"['Belgique', 'France']",[],[],,,,,,,,,,?,,333,,1393 kj(333 kcal),,"27,1",,"16,2",,"0,8",,"0,5",,"21,4",,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,['Delhaize'],,,,,
1501,Foie gras de canard entier LABEYRIE,3033610031222,B,,['Labeyrie'],"['Poissons et viandes et oeufs', 'Foies gras', 'Foies gras de canard', 'Foies gras entiers', 'Foies gras de canard entiers']",,['France'],[],[],,55 g,en quantité élevée,23 g,en quantité élevée,1.9 g,en faible quantité,1.2 g,en quantité modérée,?,,534,+1%,2234 kj(534 kcal),+1%,55,+1%,23,-1%,"2,4",+1%,"1,9",+44%,"7,3",-3%,"1,2",0%,"0,48",0%,21,+1%,E,+1%,70.7%,8.0%,8.5%,7.3%,4.3%,1.2%,89,,,,,,,,,,,,,
1502,Thé vert bio magie d'hiver - Terre d'Oc,3700324428579,,,"[""Terre d'Oc""]",,['Bio'],['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1503,Sucre intégral pur canne - 800g,3378730351035,,800 g,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1504,Gouda à la truffe noire,2480748017320,,,,,,['France'],[],[],,,,,,,,,,?,,369,,1544 kj(369 kcal),,30,,20,,0,,0,,23,,"1,85",,"0,74",,,,,,,,,,,,,,,,,,,,,,,,,
1505,Conflit d'oignons rosés de bretagne,3500547841519,,,,,,['France'],[],[],,,,,,,,,,?,,171,,715 kj(171 kcal),,"1,3",,"0,2",,39,,36,,"0,8",,"0,5",,"0,2",,,,,,,,,,,,,,,,,,,,,,,,,
1506,Tartiflette au reblochon de Savoie Label rouge - Casino Ca Vient D'Ici - 800g,3222476474797,B,800 g,"[""Casino Ca Vient D'Ici"", 'Casino']","['Plats préparés', 'Gratins', 'Gratins de pomme de terre', 'Tartiflettes']",['Label Rouge'],['France'],"['Pommes de terre 52%  - Reblochon de Savoie AOP 20% ', 'lait cru de vache', 'sel', 'ferments lactiques', 'présure', 'colorant : rocou', ' - lardons fumés 10% ', 'poitrine de porc ', 'origine : France', ' - sel - dextrose - acidifiant : acide citrique - antioxydant : ascorbate de sodium', 'conservateur : nitrite de sodium', ' - oignon - crème fraîche - eau - fécule de pomme de terre - sel - poivre', "" Traces d'œufs"", 'poissons', 'gluten', 'moutarde', 'fruits à coques et _soja', 'Tous les ingrédients ne proviennent pas de Rhône-Alpes']","['Non végétalien', 'Non végétarien']",4,10 g,en quantité modérée,6.4 g,en quantité élevée,0.7 g,en faible quantité,0.73 g,en quantité modérée,674,+17%,?,,674 kj(161 kcal),+13%,10,+22%,"6,4",+39%,11,+4%,"0,7",-31%,"6,9",+25%,"0,73",-0%,"0,292",-0%,11,+100%,D,+100%,68.3%,16.4%,4.8%,5.7%,2.8%,2.0%,73,,,,"['E160b - Rocou', 'E330 - Acide citrique', 'E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",['Lait'],,,['Casino'],Tartiflette au Reblochon de Savoie,,,,
1507,Red Star Energie drink,6130822001184,,,,,,['France'],[],[],,,,,,,,,,?,,46,,192 kj(46 kcal),,0,,0,,12,,12,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,
1508,Miel Chataignier,3760211930431,B,,,"['Produits à tartiner', 'Petit-déjeuners', 'Produits de la ruche', ""Produits d'élevages"", 'Produits à tartiner sucrés', 'Édulcorants', 'Miels', 'Miels de châtaignier']",,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,87.9%,0.0%,7.7%,3.1%,1.3%,0.0%,82,,,,,,,,,,,,,
1509,6 Crepes - 350g,3298876000140,,350 g,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1510,Jalousie Pommes pur beurre,,,,,,,['France'],[],[],,,,,,,,,,?,,?,,,,?,,,,?,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1511,Ratatouille à la catalane - Jardin d'ici et d'ailleurs - 630g,3700625400496,B,630 g,"[""Jardin d'ici et d'ailleurs""]","['Plats préparés', 'Légumes préparés', 'Ratatouilles']","['Bio', 'Bio européen', 'Agriculture UE/Non UE', 'AB Agriculture Biologique']",['France'],"['Courgette 26%', 'cubeté de tomate 25,1%', 'pomme de terre 15%', 'aubergine 9,6% oignon 5,7%', 'concentré de tomate 3', '6%', ""huile d'olive vierge extra"", 'poivron rouge 2,5% ', 'poivron vert 2,5%', 'huile de tournesol', 'ail', 'sucre', 'amidon de maïs', 'sel de mer non raffiné', 'thym', 'jus de citron Concentré', 'laurier', 'poivre']",[],3,5.6 g,en quantité modérée,0.8 g,en faible quantité,3.3 g,en faible quantité,1 g,en quantité modérée,?,,372,+447%,1556 kj(372 kcal),+458%,"5,6",+49%,"0,8",+48%,"8,4",+64%,"3,3",-15%,"1,3",+10%,1,+40%,"0,4",+40%,7,+616%,C,+616%,69.3%,12.8%,5.7%,6.8%,3.2%,2.3%,79,,,,,,,,,,,,,
1512,Protein pancakes mix - MyProtein,5056185786753,,,['MyProtein'],,,['France'],[],[],,,,,,,,,,?,,388,,1623 kj(388 kcal),,"5,9",,"4,2",,17,,"8,2",,65,,"1,6",,"0,64",,,,,,,,,,,,,,,,,,,,,,,,,
