,name,bar_code,sales_countries,ingredients_list,ingredients_analysis,nutriment_energy-kj_tr,nutriment_energy-kcal_tr,nutriment_fat_tr,nutriment_carbohydrates_tr,nutriment_proteins_tr,eco_score,quantity,brand,categories,link,markets,allergens,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,packaging,labels,traceability_code,nova_score,additives,manufacturing,ingredients_origins,generic_name,origin_detail
1841,Pizza 4 fromages - Fiorini - 3x 450g,3250392923037,['France'],[],[],?,247,9,"28,4","12,3",C,3 x 450 g,['Fiorini'],"['Plats préparés', 'Pizzas tartes salées et quiches', 'Pizzas', 'Pizzas au fromage', 'Pizzas aux quatre fromages']",,,,9 g,en quantité modérée,6.2 g,en quantité élevée,1.9 g,en faible quantité,1.05 g,en quantité modérée,,-2%,1033 kj(247 kcal),-2%,-13%,"6,2",+10%,+6%,"1,9",-32%,+6%,"1,05",-17%,"0,42",-17%,13,+11%,D,+11%,73.6%,9.9%,3.3%,4.1%,1.9%,7.1%,56,,"['Nutriscore', 'Nutriscore D']",,,,,,,
1842,Piment rouge fort,8692888606744,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1843,Chocolat,3770012174217,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,
1844,Infusion  Brûle  Graisse,3515450058275,['France'],[],[],?,1,0,"0,2","0,1",,,,,,,,,,,,,,,,,,4 kj(1 kcal),,,0,,,0,,,0,,0,,,,,,,,,,,,,,['Bio'],,,,,,,
1845,8437005232044,8437005232044,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1846,Huile d’olive,3414480001230,['France'],[],[],?,823,"91,5",0,0,,,,,,,,,,,,,,,,,,3443 kj(823 kcal),,,"12,6",,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1847,Pain au chocolat,0200712014436,['France'],[],[],?,486,28,50,"8,4",,,,,,,,,,,,,,,,,,2033 kj(486 kcal),,,18,,,15,,,"1,1",,"0,44",,,,,,,,,,,,,,,,,,,,,
1848,8907931000524,8907931000524,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sans arômes artificiels'],,,,,,,
1849,Lacets citriques pomme,5420001505215,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1850,Pavé aux abricots,3559040002163,['France'],[],[],?,1089,1,58,"7,7",,,,,,,,,,,,,,,,,,4556 kj(1089 kcal),,,"0,2",,,"8,5",,,11,,"4,4",,,,,,,,,,,,,,,,,,,,,
1851,Pâte à pain -,0206058003615,['France'],"['Farine ', 'FARINE DE BLE', 'GLUTEN', 'malt diastasique', 'eau', 'sel', 'levure', 'améliorant ', 'FARINE DE BLE', 'emulsifiant E471', 'agent de traitement de la farine E300', 'enzymes', ' Traces de sésame']","[""Pourrait contenir de l'huile de palme""]",884,208,"0,6",42,"7,8",,,,,,,['Gluten'],,,,,,,,,,,884 kj(208 kcal),,,"0,2",,,"1,1",,,"1,2",,"0,48",,,,,,,,,,,,,,,,4,"[""E471 - Mono- et diglycérides d'acides gras alimentaires"", 'E300 - Acide ascorbique']",,,,
1852,Cookies triple chocolat,0201627024930,['France'],[],[],?,515,27,62,6,,,,,,,,,,,,,,,,,,2155 kj(515 kcal),,,17,,,43,,,"0,46",,"0,184",,,,,,,,,,,,,,,,,,,,,
1853,Bande pomme,2660450025589,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1854,Poulet blanc fermier du Gers,0200451039424,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1855,6 suisses aux pépites chocolat,0205341021527,['France'],[],[],?,418,16,61,"6,2",,,,,,,,,,,,,,,,,,1749 kj(418 kcal),,,10,,,35,,,"0,82",,"0,328",,,,,,,,,,,,,,,,,,,,,
1856,Café Auchan Sensation Mexico,3245678169421,['France'],[],[],?,1,0,"0,3","0,2",,,['Auchan'],,,['Auchan'],,,,,,,,,,,,4 kj(1 kcal),,,0,,,0,,,0,,0,,,,,,,,,,,,,,"['Agriculture durable', 'en:UTZ Certified']",,,,,,,
1857,Macarons a l’ancienne - La Sablésienne,3585730001093,['France'],[],[],?,46,24,48,14,D,,['La Sablésienne'],"['Desserts', 'Biscuits et gâteaux', 'Pâtisseries', 'Macarons']",,,,24 g,en quantité élevée,2 g,en quantité modérée,47 g,en quantité élevée,0.7 g,en quantité modérée,,-89%,192 kj(46 kcal),-89%,+35%,2,-56%,-14%,47,-7%,+63%,"0,7",+390%,"0,28",+390%,14,-20%,D,-20%,88.9%,5.7%,2.0%,2.2%,1.2%,0.0%,37,,,"['EMB 64495A', 'Saint-Pée-sur-Nivelle (Pyrénées-Atlantiques, France)']",,,,,,
1858,Filets de poulet,0219967045652,['France'],[],[],?,?,?,?,?,,,,['en:Filets de Poulet'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1859,Chocaholic duo spread,5060614803287,['France'],[],[],?,510,39,53,"4,1",,,,,,,,,,,,,,,,,,2134 kj(510 kcal),,,12,,,"4,5",,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,
1860,Carrefour Extra - Pur Jus de Raisin -,1560614453306,['France'],[],[],?,66,0,16,0,,,,,,,,,,,,,,,,,,276 kj(66 kcal),,,0,,,16,,,0,,0,,,,,,,,,,,,,,"['Nutriscore', 'Nutriscore E']",,,,,,,
1861,Vanilla marshmallow - 138g,5060374400290,['France'],[],[],?,307,0,80,2,,138 g,,,,,,,,,,,,,,,,1284 kj(307 kcal),,,0,,,63,,,"0,2",,"0,08",,,,,,,,,,,,,,,,,,,,,
1862,Vyne Botanicals - eau aux agrumes,0056327015890,['France'],[],[],?,0,0,0,0,,,,,,,,,,,,,,,,,,0 kj(0 kcal),,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
1863,"Wrap Végétarien Épinard, Cheddar et Carotte - Urban Fresh",8424058030536,['France'],[],[],?,194,"8,6",25,"6,2",,,['Urban Fresh'],,,,,,,,,,,,,,,812 kj(194 kcal),,,"3,5",,,"3,5",,,"1,4",,"0,56",,,,,,,,,,,,,,,,,,,,,
1864,Véritable merguez boyau naturel,2142195005960,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1865,Maïs grillé,2003572008922,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1866,Assortiment a griller,3289744090158,['France'],[],[],?,305,13,1,13,,,,,,,,,,,,,,,,,,1276 kj(305 kcal),,,10,,,"0,7",,,2,,"0,8",,,,,,,,,,,,,,,,,,,,,
1867,Kichererbsen - Penny - 800g,27228760,"['France', 'Allemagne']",[],[],?,?,?,?,?,B,800g,['Penny'],"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Légumineuses et dérivés', 'Légumineuses', 'Graines', 'Graines de légumineuses', 'Légumes secs', 'Pois chiches']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.9%,0.0%,16.0%,22.6%,4.5%,0.0%,96,,,,,,,,,
1868,Raisins blancs,3580281270493,['France'],[],[],?,344,"0,5",80,"3,4",,,,,,,,,,,,,,,,,,1439 kj(344 kcal),,,"0,1",,,59,,,,,,,,,,,,,,,,,,,,,,,,,,
1869,Ail NoirBiologique,3770015197022,['France'],[],[],?,263,"0,4","42,5","12,2",,,,,,,,,,,,,,,,,,1100 kj(263 kcal),,,"0,08",,,"28,9",,,,,,,,,,,,,,,,,,,['Bio'],,,,,,,
1870,Chorizo - 500g,8424863006979,['France'],[],[],?,376,31,"3,3",21,D,500 g,,"['Viandes', 'Charcuteries', 'Saucissons', 'Chorizo']",,,,31 g,en quantité élevée,12 g,en quantité élevée,2.6 g,en faible quantité,3 g,en quantité élevée,,-8%,1573 kj(376 kcal),-8%,-9%,12,-7%,+13%,"2,6",+45%,-8%,3,-20%,"1,2",-20%,24,+1%,E,+1%,76.1%,16.6%,0.6%,1.8%,1.0%,3.9%,35,,,,,,,,,
1871,The vert - Sélection des comptoirs,3760239182454,['France'],[],[],?,?,?,?,?,,,['Sélection des comptoirs'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,
1872,Baguette Epi,2090000170580,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,
1873,Pomme De Terre Nasca,3000165039683,['France'],[],[],?,0,?,?,?,,,,,,,,,,,,,,,,,,0 kj(0 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1874,Pavé flamand,3475880124530,['France'],[],[],?,269,"12,6","34,9","4,3",,,,,,,,,,,,,,,,,,1125 kj(269 kcal),,,"7,2",,,"14,9",,,"0,3",,"0,12",,,,,,,,,,,,,,,"['FR 59.546.030 CE', 'Saint-Sylvestre-Cappel (Nord, France)']",,,,,,
1875,Honey stinger,0810815022087,['France'],[],[],?,523.80952380952,0,"54,762","11,905",,,,,,,,,,,,,,,,,,2192 kj(523 kcal),,,,,,"26,19",,,"0,744",,"0,298",,,,,,,,,,,,,,"['Bio', 'en:USDA Organic']",,,,,,,
1876,Nougat au miel de bretagne,3770011407279,['France'],[],[],?,?,?,?,?,D,,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Nougats']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0%,4.2%,2.3%,2.0%,0.5%,0.0%,34,,"['Bio', 'Bio européen', 'AB Agriculture Biologique', 'FR-BIO-09', 'Sans additifs', 'Sans colorants']",,,,,,,
1877,Pastèque,8414030160061,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878,Olives sauces pistou,2609867011945,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1879,Feta kase - Marmara,4012625505323,['France'],[],[],?,294,"24,4","0,2","18,3",,,['Marmara'],,,,,,,,,,,,,,,1230 kj(294 kcal),,,"17,5",,,"0,2",,,"2,4",,"0,96",,,,,,,,,,,,,,,,,,,,,
1880,Noix de coco moelleuse,3452510590026,['France'],[],[],?,419,"18,6","56,8","3,6",,,,,,,,,,,,,,,,,,1753 kj(419 kcal),,,"14,3",,,35,,,"0,325",,"0,13",,,,,,,,,,,,,,,,,,,,,
1881,Eliges,8480012014912,['France'],[],[],?,?,?,?,?,,,['Eliges'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1882,Échalotes longues traditionnelle - Prince de Bretagne,3370561601297,['France'],[],[],?,?,?,?,?,,,['Prince de Bretagne'],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1883,Duo mangue Framboise,0209676013516,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1884,Riz Long Grain,3038359000683,['France'],[],[],?,355,"0,9",79,7,C,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Graines', 'Céréales et dérivés', 'Céréales en grains', 'Riz', 'Riz long grain']",,,,0.9 g,en faible quantité,0.2 g,en faible quantité,0.5 g,en faible quantité,0 g,en faible quantité,,+6%,1485 kj(355 kcal),+5%,-15%,"0,2",-16%,+8%,"0,5",+74%,-4%,0,-100%,0,-100%,0,,B,,79.0%,0.0%,6.4%,11.0%,3.6%,0.0%,74,,,,,,,,,
1885,Blender scotch whisky,3132590753008,['France'],[],[],?,?,?,?,?,C,,,"['Boissons', 'Boissons alcoolisées', 'Alcools forts', 'Eaux-de-vie', 'Whiskys', 'Whisky écossais']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0%,41.3%,42.0%,11.2%,3.5%,2.0%,57,,,,,,,,,
1886,Huile de pistache,3155700000977,['France'],[],[],?,828,92,0,0,,,,,,,,,,,,,,,,,,3464 kj(828 kcal),,,"11,8",,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,
1887,Ciboulette -,3168433909004,['France'],[],[],?,98,"2,6",15,"3,5",,,,,,,,,,,,,,,,,,410 kj(98 kcal),,,"1,7",,,14,,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,
1888,Nems Au Poulet - 240g,3366760043808,['France'],[],[],?,205,"7,4",25,"8,6",C,240 g,,"['Plats préparés', 'Produits à la viande', 'Plats préparés à la viande', 'Plats à la volaille', 'Plats au poulet', 'Nems', 'Nems au poulet']",,,,7.4 g,en quantité modérée,1.1 g,en faible quantité,1.6 g,en faible quantité,1.2 g,en quantité modérée,,+2%,858 kj(205 kcal),+3%,-6%,"1,1",-13%,+10%,"1,6",-39%,+20%,"1,2",-5%,"0,48",-5%,3,-29%,C,-29%,62.8%,18.1%,4.7%,5.0%,2.0%,7.4%,57,,,,,,,,,
1889,Juste noisettes croquante jardin bio,0204895024602,['France'],[],[],?,12,5,68,23,,,,,,,,,,,,,,,,,,50 kj(12 kcal),,,1,,,68,,,0,,0,,,,,,,,,,,,,,['Bio'],,,,,,,
1890,Squeezee - Freeze at home pops,8435477905275,['France'],[],[],?,29,0,"6,9",0,,,,,,,,,,,,,,,,,,121 kj(29 kcal),,,0,,,"6,9",,,0,,0,,,,,,,,,,,,,,,,,,,,,
1891,Goût chocolat au blé complet,7622210352538,['France'],[],[],?,465,17,69,"6,4",,,,,,,,,,,,,,,,,,1946 kj(465 kcal),,,"5,6",,,32,,,"0,58",,"0,232",,,,,,,,,,,,,,,,,,,,,
1892,Xo Mushroom Garlic,6927777513110,['France'],[],[],?,100,"11,6","28,7","3,4",,,,,,,,,,,,,,,,,,418 kj(100 kcal),,,"3,6",,,"2,4",,,"2,5",,1,,,,,,,,,,,,,,,,,,,,,
1893,Sorbet au citron - Mon Bio Gourmand,3331480012564,['France'],[],[],?,107,"0,5",26,"0,5",B,,['Mon Bio Gourmand'],"['Desserts', 'Surgelés', 'Desserts glacés', 'Glaces et sorbets', 'Sorbets', 'Sorbets au citron']",,,,0.5 g,en faible quantité,0.1 g,en faible quantité,25 g,en quantité élevée,,,,-10%,448 kj(107 kcal),-11%,+189%,"0,1",+104%,-9%,25,+5%,+56%,,,,,,,,,60.7%,19.6%,5.6%,5.1%,5.7%,3.3%,80,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,
1894,Houmous de haricots à la tomate - bio - vegan - sans gluten - 180g,3337530510264,['France'],[],[],?,292,16,"23,9",9,,180 g,,,,,,,,,,,,,,,,1222 kj(292 kcal),,,"2,4",,,"6,9",,,3,,"1,2",,,,,,,,,,,,,,"['Bio', 'Point Vert']",,,,,,,
1895,Le Houmous aux zestes de citron,3346040142506,['France'],[],[],?,311,25,12,"7,8",B,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Produits à tartiner', 'Produits à tartiner salés', 'Pâtes à tartiner végétales', 'Houmous']",,,,25 g,en quantité élevée,2 g,en quantité modérée,0.5 g,en faible quantité,0.49 g,en quantité modérée,,+18%,1301 kj(311 kcal),+18%,+24%,2,-19%,+13%,"0,5",-63%,+20%,"0,49",-53%,"0,196",-53%,2,-60%,B,-60%,51.0%,18.6%,11.1%,13.1%,4.9%,1.3%,91,,,,,,,,,
1896,Oeufs saveur noisette - Truffettes De France,3472710052575,['France'],[],[],?,541,32,55,"5,4",,,['Truffettes De France'],,,,,,,,,,,,,,,2264 kj(541 kcal),,,24,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,
1897,Chamoy,0647541022032,['France'],[],[],?,200,0,0,0,,,,,,,,,,,,,,,,,,837 kj(200 kcal),,,0,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,
1898,Haricots verts extra fins,3439495000962,['France'],[],[],?,26,"0,5",3,"1,6",,,,,,,,,,,,,,,,,,109 kj(26 kcal),,,0,,,"0,8",,,"0,8",,"0,32",,,,,,,,,,,,,,,,,,,,,
1899,Terrines de campagne,3275411804012,['France'],[],[],?,312,28,"0,9",14,,,,"['Viandes', 'Charcuteries', 'Terrines', 'Terrines de campagne']",,,,28 g,en quantité élevée,9.9 g,en quantité élevée,0.7 g,en faible quantité,1.8 g,en quantité élevée,,-3%,1305 kj(312 kcal),-3%,-1%,"9,9",-8%,-61%,"0,7",-19%,0%,"1,8",+12%,"0,72",+12%,19,-2%,E,-2%,,,,,,,,,,"['FR 87.001.001 CE', 'Aixe-sur-Vienne (Haute-Vienne, France)']",,,,,,
1900,Tuiles miel & pistaches,3549170002843,['France'],[],[],?,478,"16,4","71,7","9,8",,,,,,,,,,,,,,,,,,2000 kj(478 kcal),,,"4,7",,,53,,,"0,1",,"0,04",,,,,,,,,,,,,,,,,,,,,
1901,Saumon sauce au noilly prat riz et quinoa rouge a l’aneth - 300g,3356067789042,['France'],[],[],?,158,"7,6",14,"7,7",,300 g,,,,,,,,,,,,,,,,661 kj(158 kcal),,,"3,5",,,"0,8",,,"0,82",,"0,328",,,,,,,,,,,,,,,,,,,,,
1902,Jambon cuit,0207662059821,['France'],[],[],?,106,"2,8","1,1",19,,,,,,,,,,,,,,,,,,444 kj(106 kcal),,,1,,,"1,1",,,"2,8",,"1,12",,,,,,,,,,,,,,,,,,,,,
1903,Mélange jeune pousse,3760308501025,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['Sachet'],,,,,,,,
1904,Fait maison,3289668272104,['France'],[],[],?,10,14,70,0,,,,,,,,,,,,,,,,,,42 kj(10 kcal),,,3,,,30,,,0,,0,,,,,,,,,,,,,,,,,,,,,
1905,Jus de Citron,51448714,['France'],[],[],?,25.4,"0,006","0,4","0,08",D,,,"['Aliments et boissons à base de végétaux', 'Boissons', 'Boissons à base de végétaux', 'Boissons aux fruits', 'Jus et nectars', 'Jus de fruits', 'Jus de citron']",,,,0.006 g,en faible quantité,0 g,en faible quantité,0.4 g,en faible quantité,,,,-6%,106 kj(25 kcal),-5%,-96%,0,-100%,-89%,"0,4",-76%,-76%,,,,,,,,,58.5%,3.8%,10.1%,20.0%,6.0%,1.7%,51,,,,,,,,,
1906,Aiguillettes Poulet Fermier,0217283042058,['France'],[],[],?,138,"5,9",0,20,,,,,,,,,,,,,,,,,,577 kj(138 kcal),,,"1,7",,,0,,,"0,15",,"0,06",,,,,,,,,,,,,"['Barquette', 'Film en plastique']","['Nutriscore', 'Nutriscore A']",,,,,,,
1907,Crème glacée chocolat sacré Willy - 300g,3760178255011,['France'],[],[],?,143,"1,7",26,"4,8",,300 g,,,,,,,,,,,,,,,,598 kj(143 kcal),,,1,,,26,,,"0,12",,"0,048",,,,,,,,,,,,,,,"['EMB 06088D', 'Nice (Alpes-Maritimes, France)']",,,,,,
1908,2584430004459,2584430004459,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1909,Rouge,3397590314417,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1910,L’escalope Cordon bleu - Comté et Bacon,2276738026966,['France'],[],[],?,139,"3,7","7,8",19,D,,,"['Viandes', 'Préparations de viande', 'Produits panés', 'Cordons bleus']",,,,3.7 g,en quantité modérée,2 g,en quantité modérée,0 g,en faible quantité,0.82 g,en quantité modérée,,-37%,582 kj(139 kcal),-37%,-69%,2,-37%,-44%,0,-100%,+44%,"0,82",-37%,"0,328",-37%,0,-100%,B,-100%,76.4%,12.7%,2.3%,2.9%,1.2%,4.4%,39,,,,,,,,,
1911,Petits pois carottes,3663783000185,['France'],[],[],?,59,"0,6","7,6",3,,,,,,,,,,,,,,,,,,247 kj(59 kcal),,,"0,2",,,"3,7",,,"0,6",,"0,24",,,,,,,,,,,,,,,,,,,,,
1912,Estragon - 50g,3760197941797,['France'],[],[],?,?,?,?,?,,50 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1913,Shaker framboise,0204748014439,['France'],[],[],?,430,"9,6",82,"3,9",,,,,,,,,,,,,,,,,,1799 kj(430 kcal),,,"9,2",,,53,,,,,,,,,,,,,,,,,,,,,,,,,,
1914,Tortillas,5420038409142,['France'],[],[],?,310,"6,9",52,"1,3",,,,,,,,,,,,,,,,,,1297 kj(310 kcal),,,3,,,"4,5",,,"8,5",,"3,4",,,,,,,,,,,,,,,,,,,,,
1915,Le daifuku,3770013958243,['France'],[],[],?,249,"3,2",29,"3,9",,,,,,,,,,,,,,,,,,1042 kj(249 kcal),,,"0,43",,,29,,,0,,0,,,,,,,,,,,,,,,,,,,,,
1916,Haarstark,9005441070507,['France'],[],[],?,0,?,?,?,,,,,,,,,,,,,,,,,,0 kj(0 kcal),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1917,Tapenade aux olives noires - Jean Martin,04890362,['France'],[],[],?,191,19,"2,1","2,1",C,,['Jean Martin'],"['Produits à tartiner', 'Produits à tartiner salés', 'Tapenades', 'Tapenades noires']",,,,19 g,en quantité modérée,3.2 g,en quantité modérée,0 g,en faible quantité,3.5 g,en quantité élevée,,-31%,799 kj(191 kcal),-31%,-29%,"3,2",-9%,-33%,0,-100%,+19%,"3,5",+12%,"1,4",+12%,15,+1%,D,+1%,58.6%,12.7%,16.0%,8.1%,2.7%,1.9%,71,,,,,,,,,
1918,Huile MCT 100 % Pure,0733739021991,['France'],[],[],?,100,14,0,0,,,,,,,,,,,,,,,,,,418 kj(100 kcal),,,14,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,
1919,Melange Canadien,2600706045336,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1920,Jelly Belly Jelly Beans 49 Assorted Flavors 48 Oz,0071567988407,['France'],[],[],?,366.66666666667,0,"93,333",0,E,,,"['Snacks', 'Snacks sucrés', 'Confiseries', 'Bonbons', 'Bonbons gélifiés', 'Jelly beans']",,,,0 g,en faible quantité,0 g,en faible quantité,70 g,en quantité élevée,,,,+5%,1534 kj(366 kcal),+5%,-100%,0,-100%,+8%,70,+13%,-100%,,,,,,,,,90.3%,5.0%,2.2%,2.0%,0.5%,0.0%,34,,,,,,,,,
1921,Chausson,2459810010064,['France'],[],[],?,230,14,14,12,,,,,,,,,,,,,,,,,,962 kj(230 kcal),,,3,,,6,,,2,,"0,8",,,,,,,,,,,,,,,,,,,,,
1922,Delta cafe,6213185,['France'],[],[],?,329,"11,9",13,"16,7",,,,,,,,,,,,,,,,,,1377 kj(329 kcal),,,"5,38",,,"0,5",,,,,,,,,,,,,,,,,,,,,,,,,,
1923,Pain 6 céréales,0202436009514,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,
1924,Quaisud Thé En Mason Jar Piña Colada,3662051007543,['France'],[],[],?,70,"4,5",1,1,,,,,,,,,,,,,,,,,,293 kj(70 kcal),,,4,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
1925,Jambon de savoie,2916186057425,['France'],[],[],?,274,18,1,27,,,,,,,,,,,,,,,,,,1146 kj(274 kcal),,,"7,4",,,1,,,"5,7",,"2,28",,,,,,,,,,,,,,,,,,,,,
1926,Whiskas Temptations Blissful Catnip Flavor Cat Treats - 85g,0023100000992,['France'],[],[],?,?,?,?,?,,85 g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1927,2036127034701,2036127034701,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928,Saumon riz sauvage sauce citron,3760008795168,['France'],[],[],?,182,"8,4","1,3","7,1",,,,,,,,,,,,,,,,,,761 kj(182 kcal),,,"3,1",,,"1,3",,,"1,1",,"0,44",,,,,,,,,,,,,"['Film en plastique', 'Barquette']",,"['FR 41.106.001 CE', 'Lamotte-Beuvron (Loir-et-Cher, France)']",,,,,,
1929,Confiture coings pommes,3760271200727,['France'],[],[],?,215,"0,4",53,0,,,,,,,,,,,,,,,,,,900 kj(215 kcal),,,0,,,48,,,,,,,,,,,,,,,,,,,"['Sans colorants', 'Sans conservateurs']",,,,,,,
1930,Sour syrup plum - 200g,4710372857053,['France'],[],[],?,287,"0,4","73,2","1,1",,200 g,,,,,,,,,,,,,,,,1201 kj(287 kcal),,,0,,,"55,7",,,"0,41",,"0,164",,,,,,,,,,,,,,,,,,,,,
1931,Guimauve fantaisie enrobée de chocolat blanc,2608106012736,['France'],[],[],?,408,11,75,"3,8",,,,,,,,,,,,,,,,,,1707 kj(408 kcal),,,"6,5",,,58,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,R'boost,3700723911450,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,
1933,Farine de blé français type 65,3486853487002,['France'],[],[],?,?,?,?,?,B,,,"['Aliments et boissons à base de végétaux', ""Aliments d'origine végétale"", 'Céréales et pommes de terre', 'Céréales et dérivés', 'Farines', 'Farines de céréales', 'Farines de blé']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.8%,3.5%,0.0%,10.3%,8.3%,0.0%,97,,"['Bio', 'Bio européen', 'AB Agriculture Biologique']",,,,,,,
1934,Nectar Banane,8056188012474,['France'],[],[],?,52,"0,1","9,4","0,3",,,,,,,,,,,,,,,,,,218 kj(52 kcal),,,0,,,"9,3",,,,,,,,,,,,,,,,,,,,,,,,,,
1935,Mélange apéritif salé,2600228037918,['France'],[],[],?,636,54,"8,4",24,,,,,,,,,,,,,,,,,,2661 kj(636 kcal),,,"8,8",,,"5,9",,,1,,"0,4",,,,,,,,,,,,,,,,,,,,,
1936,Caramel Biscuiterie de Concarneau,3488430018524,['France'],[],[],?,?,?,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1937,Yerba mate,5902701427061,['France'],[],[],?,0,0,"0,2","0,1",,,,,,,,,,,,,,,,,,0 kj(0 kcal),,,0,,,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,
