,name,bar_code,eco_score,generic_name,quantity,packaging,brand,categories,labels,markets,sales_countries,ingredients_list,additives,ingredients_analysis,nova_score,fats_lipids_quantity,fats_lipids_comment,saturated_acids_quantity,saturated_acids_comment,sugar_quantity,sugar_comment,salt_quantity,salt_comment,nutriment_energy-kj_tr,nutriment_energy-kj_tr_diff,nutriment_energy-kcal_tr,nutriment_energy-kcal_tr_diff,nutriment_energy_tr,nutriment_energy_tr_diff,nutriment_fat_tr,nutriment_fat_tr_diff,nutriment_saturated-fat_tr,nutriment_saturated-fat_tr_diff,nutriment_carbohydrates_tr,nutriment_carbohydrates_tr_diff,nutriment_sugars_tr,nutriment_sugars_tr_diff,nutriment_proteins_tr,nutriment_proteins_tr_diff,nutriment_salt_tr,nutriment_salt_tr_diff,nutriment_sodium_tr,nutriment_sodium_tr_diff,nutriment_nutrition-score-fr_tr,nutriment_nutrition-score-fr_tr_diff,nutriment_nutriscore_tr,nutriment_nutriscore_tr_diff,Agriculture,Transformation,Conditionnement,Transport,Distribution,Consommation,Score_ACV,manufacturing,link,ingredients_origins,traceability_code,allergens,palm_ingredients
1044,Le Tranché Fin Dégustation - Fleury Michon - 180g (120g + 60g),3095756361014,E,Jambon blanc,180 g (120 g + 60 g),['Boite plastique'],['Fleury Michon'],"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",,,['France'],"['Jambon de porc', 'sel', 'fond de porc ', 'eau', 'os de porc', 'viande de porc', 'plantes aromatiques', 'épices', 'bouillon de légumes ', 'eau', 'céleri', 'carotte', 'jus concentré de céleri', 'oignon', 'poireau', 'dextrose de maïs', 'antioxydant : ascorbate de sodium', 'conservateur : nitrite de sodium']","['E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,4.9 g,en quantité modérée,1.8 g,en quantité modérée,0.7 g,en faible quantité,1.8 g,en quantité élevée,?,,131,-1%,548 kj(131 kcal),+0%,"4,9",+2%,"1,8",-2%,"0,7",+5%,"0,7",+18%,21,-0%,"1,8",-4%,"0,72",-4%,4,-43%,C,-43%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,"['FR 59.597.001 CE', 'Tilloy-lez-Cambrai (Nord, France)']",['Céleri'],
1045,Lot 2x6 tranches blanc de poulet doré au four - Fleury Michon,3095756388011,,,,,['Fleury Michon'],"['Viandes', 'Charcuteries', 'Charcuteries cuites', 'Blancs de volaille en tranches']",['Sans conservateurs'],,['France'],"['Ingre ', '92%', 'sel ', '1,7%', 'bouillons ', '1,4%', ' ', 'eau', 'os de poulet', 'sel', 'épices', 'calotte', 'céleri ', '0,01 %', 'oignon', 'poireau', 'échalote', 'al ', 'plantes aromatiques', 'dextrose de maïs,ius oncentré de et de carotte', 'ferments', 'colorant : caratf,elxrdinaire', ' * Viande poulet', "" ** Contient des nitrites d'origine conservation du produit"", "" une allergie ? Plùs d'intos sur : wwwfleurymichon,fr""]",,"['Non végétalien', 'Non végétarien']",4,1.6 g,en faible quantité,0.4 g,en faible quantité,1 g,en faible quantité,1.8 g,en quantité élevée,?,,102,-6%,427 kj(102 kcal),-5%,"1,6",-27%,"0,4",-39%,1,-26%,1,+14%,21,+4%,"1,8",-5%,"0,72",-5%,3,-38%,C,-38%,,,,,,,,,,,,['Céleri'],
1046,Le tranché fin dégustation - Fleury Michon - 240g e,3095756402014,E,,240 g e,"['Frais', 'Plastique']",['Fleury Michon'],"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",['Point Vert'],,['France'],"['Jambon de porc', 'sel', 'fond de porc ', 'eau', 'os de porc', ' de porc', ' poireau', 'dextrose de maïs']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,4.9 g,en quantité modérée,1.8 g,en quantité modérée,0.7 g,en faible quantité,1.8 g,en quantité élevée,?,,131,-1%,548 kj(131 kcal),+0%,"4,9",+2%,"1,8",-2%,"0,7",+5%,"0,7",+18%,21,-0%,"1,8",-4%,"0,72",-4%,4,-43%,C,-43%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,,,
1047,Jambon à la broche lentement rôti sans couenne - Fleury Michon - 150g,3095756525010,E,"Jambon cuit de qualité supérieure, rôti à la broche",150g,"['Barquette', 'Plastique', 'Frais']",['Fleury Michon'],"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']",['Qualité Garantie'],['Cora'],['France'],"['Jambon de porc', 'sel', 'bouillons ', 'eau', 'os de porc', 'viande de porc', 'carotte', 'épices', 'dextrose de maïs', ' Antioxydant : ascorbate de sodium', ' Conservateur : nitrite de sodium']","['E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,3 g,en quantité modérée,1.1 g,en faible quantité,0.8 g,en faible quantité,1.85 g,en quantité élevée,482,-5%,114,-14%,482 kj(114 kcal),-12%,3,-38%,"1,1",-40%,"0,8",+20%,"0,8",+34%,21,-0%,"1,85",-1%,"0,74",-1%,5,-29%,C,-29%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,,,
1048,Jambon de dinde halal - Fleury Michon,3095756576012,,,,,['Fleury Michon'],"['Viandes', 'Charcuteries', 'Charcuteries cuites', 'Blancs de volaille en tranches']","['Halal', 'Société Française de Contrôle de Viande Halal', 'en:Société Française de Contrôle de Viande Halal - Grande Mosquée de Paris']",,['France'],"['Haut de cuisse de dinde', 'sel', 'dextrose de maïs', 'antioxydant : ascorbate de sodium', 'conservateur : nitrite de sodium', ' Traces éventuelles de céléri', "" Une allergie ? Plus d'infos sur : www"", 'fleurymichon', 'fr']","['E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']",[],4,5.1 g,en quantité modérée,1.7 g,en quantité modérée,1 g,en faible quantité,1.8 g,en quantité élevée,?,,126,+17%,527 kj(126 kcal),+18%,"5,1",+133%,"1,7",+160%,1,-26%,1,+14%,19,-5%,"1,8",-5%,"0,72",-5%,4,-17%,C,-17%,,,,,,,,,,,,,
1049,Le Torchon Cuit au Bouillon - Fleury Michon,3095756629015,,,,,['Fleury Michon'],,,,['France'],"['jambon de porc', 'fond de porc ', 'eau', 'os de porc', 'viande de porc', 'échalote', 'ail', 'épices', 'plantes aromatiques', 'sel', 'bouillon de légumes ', '1 %', ' ', 'eau', 'gélgr_j', 'carotte', 'jus concentré de gélgj oignon', 'poireau', 'dextrose de maïs', 'antioxydant : ascorbate de sodium', 'conservateur : nitrite de sodium']","['E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']","['Non végétalien', 'Non végétarien']",4,,,,,,,,,?,,112,,469 kj(112 kcal),,"2,8",,"1,05",,"0,7",,"0,7",,"20,79",,"1,78",,"0,712",,,,,,,,,,,,,,,,,,
1050,"Blanc de poulet, 100% filet - Fleury Michon - 75g (2tranches)",3095756634019,D,,75 g (2 tranches),['Plastique'],['Fleury Michon'],"['Viandes', 'Charcuteries', 'Volailles', 'Poulets', 'Charcuteries cuites', 'Blancs de volaille en tranches', 'Blancs de poulet en tranches']",['Sans conservateurs'],,['France'],[],,[],,1.6 g,en faible quantité,0.4 g,en faible quantité,1 g,en faible quantité,1.8 g,en quantité élevée,?,,102,-5%,427 kj(102 kcal),-4%,"1,6",-22%,"0,4",-34%,1,-7%,1,+17%,21,+1%,"1,8",-3%,"0,72",-3%,3,-33%,C,-33%,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,"['FR 85.051.003 CE', 'Chantonnay (Vendée, France)', 'FR 85.182.003 CE', 'Pouzauges (Vendée, France)']",,
1051,Blanc de dinde ( 4 tranches) - Fleury Michon - 120g,3095756656011,D,,120 g,"['Barquette', 'Plastique', 'Frais', 'Atmosphère protectrice']",['Fleury Michon'],"['Viandes', 'Volailles', 'Dindes', 'Blancs de dinde']","['Point Vert', '100\xa0% filet de dinde']",,['France'],"['Filet de dinde ', '86%', 'bouillon ', '2,2%', ' ', 'eau', 'os de poulet', 'sel', 'épices', 'carotte', 'céleri', 'oignon', 'poireau', 'échalote', 'ail', 'plantes aromatiques', 'sel ', '1,7%', 'dextrose de maïs', 'jus concentré de céleri et de carotte', 'ferments antioxydant', 'ascorbate de sodium', 'colorant : caramel']",['E150 - Caramel'],"['Non végétalien', 'Non végétarien']",4,2.1 g,en faible quantité,0.7 g,en faible quantité,0.8 g,en faible quantité,1.7 g,en quantité élevée,465,+7%,?,,465 kj(111 kcal),+9%,"2,1",+30%,"0,7",+37%,"0,8",-47%,"0,8",-8%,22,+10%,"1,7",-14%,"0,68",-14%,3,-43%,C,-43%,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,"['FR 85.051.003 CE', 'Chantonnay (Vendée, France)', 'FR 85.182.003 CE', 'Pouzauges (Vendée, France)']",['Céleri'],
1052,Le Torchon sans couenne - Fleury Michon - 180g,3095756658015,C,Jambon cuit au torchon de qualité supérieure,180 g,"['Barquette', 'Plastique']",['Fleury Michon'],"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs']","['Viande-francaise', 'Viande-porcine-francaise']",['LIDL'],['France'],"['Jambon de porc', 'fond de porc ', 'eau', 'os de porc', 'viande de porc', 'échalote', 'ail', 'épices', 'plantes aromatiques', 'sel', 'bouillon de légumes ', 'eau', 'céleri', 'carotte', 'oignon', 'poireau', 'dextrose de maïs', 'antioxydant : ascorbate de sodium', 'conservateur : nitrite de sodium']","['E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,2.7 g,en faible quantité,1 g,en faible quantité,0.7 g,en faible quantité,1.8 g,en quantité élevée,469,-7%,111,-16%,469 kj(111 kcal),-14%,"2,7",-44%,1,-46%,"0,7",+5%,"0,7",+18%,21,-0%,"1,8",-4%,"0,72",-4%,3,-57%,C,-57%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,['France'],,['France'],"['FR 85.182.003 CE', 'Pouzauges (Vendée, France)']",['Céleri'],
1053,Blanc de Dinde doré au four - Fleury Michon - 140g,3095756667017,C,"Blanc de dinde cuit de qualité supérieure, traité en salaison, bruni et doré au four.",140 g,"['Barquette', 'Film', 'Plastique', 'Atmosphère protéctrice', 'Barquette']",['Fleury Michon'],"['Viandes', 'Volailles', 'Dindes', 'Blancs de dinde']","['Nutriscore', 'Nutriscore C']",['Leclerc'],"['France', 'Suisse']","['Filet de dinde 86%', 'bouillons 2,2% ', 'eau', 'os de poulet', 'sel', 'épices', 'carottes', 'céleri', '0,01%', 'oignon', 'poireau', 'échalote', 'ail', 'plantes aromatiques', 'sel 1,7%', 'dextrose de maïs', 'jus concentré de céleri et de carotte', 'ferments antioxydant : ascorbate de sodium', 'colorant : caramel ordinaire']",['E150a - Caramel E150a'],"['Non végétalien', 'Non végétarien']",4,1.3 g,en faible quantité,0.4 g,en faible quantité,1 g,en faible quantité,1.7 g,en quantité élevée,439,+1%,?,,439 kj(105 kcal),+3%,"1,3",-19%,"0,4",-22%,1,-33%,1,+15%,22,+10%,"1,7",-14%,"0,68",-14%,3,-43%,C,-43%,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,http://www.fleurymichon.fr/produit/blanc-de-dinde-dore-au-four,"['France', 'Espagne']","['FR 85.182.003 CE', 'Pouzauges (Vendée, France)', 'FR 85.051.003 CE', 'Chantonnay (Vendée, France)']",['Céleri'],
1054,Blanc de dinde dorée au four soit - Fleury Michon,3095756669011,D,,,,['Fleury Michon'],"['Viandes', 'Charcuteries', 'Volailles', 'Dindes', 'Charcuteries cuites', 'Blancs de volaille en tranches', 'Blancs de dinde', 'Blancs de dinde doré au four']",,,['France'],[],,[],,1.3 g,en faible quantité,0.4 g,en faible quantité,1 g,en faible quantité,1.7 g,en quantité élevée,?,,104,+3%,435 kj(104 kcal),+2%,"1,3",-4%,"0,4",-7%,1,-4%,1,+10%,22,+5%,"1,7",-1%,"0,68",-1%,3,+2%,C,+2%,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,,,,
1055,Émincés de Poulet Grillé - Fleury Michon - 300g e,3095756686018,,"Spécialité de volaille cuite, traitée en salaison et rôtie.",300 g e,"['Barquette', 'Film', 'Plastique', 'Frais']",['Fleury Michon'],['Émincés de volaille'],,['Leclerc'],['France'],"['Haut de cuisse de poulet ', '83%', 'bouillon de volaille ', 'eau', 'os de poulet', 'sel', 'ail', 'acidifiant : lactate de potassium', 'sel', 'fécule de manioc', 'dextrose de maïs']",['E326 - Lactate de potassium'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,8.4 g,en quantité modérée,2 g,en quantité modérée,0.8 g,en faible quantité,1.9 g,en quantité élevée,?,,167,,699 kj(167 kcal),,"8,4",,2,,"0,8",,"0,8",,22,,"1,9",,"0,76",,11,,D,,,,,,,,,['Union Européenne'],,,"['FR 85.140.001 CE', 'Meilleraie-Tillay (Vendée, France)']",,
1056,Blanc de Dinde (30g - Fleury Michon - 180g,3095756798018,C,"Blanc de dinde cuit de qualité supérieure, traité en salaison, bruni et fumé",180 g,"['Barquette', 'Plastique', 'Sous atmosphère protectrice']",['Fleury Michon'],"['Viandes', 'Volailles', 'Dindes', 'Blancs de dinde']","['Viande Française', 'Nutriscore', 'Nutriscore C', 'Volaille-francaise']",,['France'],[],,[],,1.3 g,en faible quantité,0.4 g,en faible quantité,1 g,en faible quantité,1.7 g,en quantité élevée,?,,104,+2%,435 kj(104 kcal),+2%,"1,3",-19%,"0,4",-22%,1,-33%,1,+15%,22,+10%,"1,7",-14%,"0,68",-14%,3,-43%,C,-43%,84.3%,9.9%,2.2%,2.3%,1.1%,0.3%,37,,,['France'],,,
1057,Lot 2 x 4 tranches blanc de poulet doré au four 400 g - Fleury Michon,3095756822010,,,,,['Fleury Michon'],"['Viandes', 'Charcuteries', 'Charcuteries cuites', 'Blancs de volaille en tranches']",,,['France'],"['Filet de poulet ', '92%', 'sel ', '1,7% ', 'bouillons ', '1,4%', ' ', 'eau', 'os de poulet,sel', 'épices', 'carotte', 'céleri ', '0,01 %', 'oignc poireau', 'échalote', 'ail', 'plantes aromatiques ', 'dextrose de maïs', 'jus concentré de céleri et de carotte', 'ferments', 'colorar caramel ordinaire', ' Viande 100% filet de poulet', "" ** Contient des nitrites d'origine végétale pour assurer la bonne conservation du produ Une allergie ? Plus d'infos sur : www"", 'fleurymichon', 'fr']",,"['Non végétalien', 'Non végétarien']",4,1.6 g,en faible quantité,0.4 g,en faible quantité,1 g,en faible quantité,1.8 g,en quantité élevée,?,,102,-6%,427 kj(102 kcal),-5%,"1,6",-27%,"0,4",-39%,1,-26%,1,+14%,21,+4%,"1,8",-5%,"0,72",-5%,3,-38%,C,-38%,,,,,,,,,,,,['Céleri'],
1058,Filet de Poulet - Fleury Michon,3095756912018,D,,,,['Fleury Michon'],"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",['Nutriscore'],,['France'],[],,[],,1.7 g,en faible quantité,0.5 g,en faible quantité,0.9 g,en faible quantité,1.4 g,en quantité modérée,?,,115,-12%,481 kj(115 kcal),-11%,"1,7",-41%,"0,5",-33%,"0,9",+88%,"0,9",+270%,24,+5%,"1,4",+87%,"0,56",+87%,2,,B,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,"['FR 85.051.003 CE', 'Chantonnay (Vendée, France)']",,
1059,Jambon cru serrano - Fleury Michon - 70g+18g=88g,3095756917013,E,Jambon cru serrano,70g+18g=88g,"['Barquette', 'Plastique']",['Fleury Michon'],"['Viandes', 'Charcuteries', 'Produits à la viande', 'Jambons', 'Jambons crus', 'Jambons secs', 'Produits carnés espagnols', 'Jambons Serrano', 'en:raw-cured-ham']","['en:traditional-speciality-guaranteed', 'Affiné 14 mois']",,['France'],"['Jambon de porc', 'sel', 'conservateurs : nitrite de sodium', 'nitrate de potassium', 'antioxydant : érythorbate de sodium']","['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E252 - Nitrate de potassium', '', 'Risque élevé de sur-exposition', 'E316 - Érythorbate de sodium']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",3,15 g,en quantité modérée,5.6 g,en quantité élevée,0.5 g,en faible quantité,4 g,en quantité élevée,1082,+9%,?,,1082 kj(259 kcal),+8%,15,+19%,"5,6",+20%,"< 0,5",-30%,"< 0,5",+12%,31,+2%,4,-15%,"1,6",-15%,18,+10%,D,+10%,81.4%,16.7%,0.3%,0.9%,0.5%,0.3%,7,['Espagne'],,['Espagne'],['ES 40.30398/V CE'],,
1060,Emincés de poulet rôti - 2 x 75 g - Fleury Michon - 150g,3095756991013,,,150 g,,['Fleury Michon'],,,,['France'],"['Haut de cuisse de poulet ', '83%', 'bouillon de volaille ', 'eau', 'os de poulet', 'sel', 'ail', 'acidifiant : lactate de potassium', 'sel,\xa0\xa0fécule de manioc', 'dextrose de maïs']",['E326 - Lactate de potassium'],"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,,,,,,,,,725,,?,,725 kj(173 kcal),,"8,8",,"2,2",,"1,5",,"1,5",,22,,"1,9",,"0,76",,,,,,,,,,,,,,,,,,
1061,Filet de poule fumé - Fleury Michon - 80g,3095757037017,,,80 g,,['Fleury Michon'],,,,['France'],"['Filet de poulet', 'bouillons ', 'eau', 'os de poulet', 'sel', 'épices', 'carotte', 'céleri', 'oignon', 'poireau', 'plantes aromatiques', 'sel', 'dextrose de maïs', 'condiment', 'jus concentré de céleri et betterave jaune', 'extrait de levure', 'ferments', 'arômes naturels,\xa0colorant : caramel ordinaire']",['E150a - Caramel E150a'],"['Non végétalien', 'Non végétarien']",4,,,,,,,,,514,,?,,514 kj(123 kcal),,"2,4",,"0,7",,1,,1,,24,,"1,7",,"0,68",,,,,,,,,,,,,,,,,['Céleri'],
1062,"Rôti de Porc cuit, 100 % Filet (2 Tranches) - Fleury Michon - 100g",3095757051105,D,"Rôti de porc de qualité supérieure cuit, traité en salaison, bruni",100 g,"['Frais', 'Barquette et film plastique à jeter', 'Sous atmosphère protectrice', 'Frais']",['Fleury Michon'],"['Viandes', 'Viandes cuites', 'Frais', 'Viande blanche cuite', 'Porc', 'Viande de porc cuite', 'Rôti de porc cuit', 'Rôtis de porc']","['Viande-francaise', 'Point Vert', '100% filet', 'Viande-porcine-francaise', 'Eco-Emballages', 'Qualité Garantie']",['Carrefour'],['France'],"['Filet de porc', 'sel', 'bouillon ', 'eau', 'ail', 'plantes aromatiques 0,1%', 'dextrose de maïs', 'poivre 0,1%', 'antioxydant : ascorbate de sodium', 'conservateur : nitrite de sodium', 'colorant', 'caramel']","['E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E150 - Caramel']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,3 g,en quantité modérée,1.1 g,en faible quantité,0.9 g,en faible quantité,1.8 g,en quantité élevée,500,-3%,?,,500 kj(120 kcal),-3%,3,-19%,"1,1",-33%,"0,9",+29%,"0,9",+33%,22,+2%,"1,8",-2%,"0,72",-2%,4,-39%,C,-39%,77.9%,17.0%,3.2%,1.1%,0.6%,0.2%,21,"['Vendée', 'Pays de la Loire', 'France']",http://www.fleurymichon.fr/produit/roti-de-porc-cuit-100-filet-viande-100-filet-4-tr,"['France', 'Viande Porcine']","['FR 85.140.001 CE', 'Meilleraie-Tillay (Vendée, France)']",['Maïs'],
1063,Filet de Poulet Grillé Mariné Thym & Citron - Fleury Michon - 150g e,3095757129019,D,,150 g e,"['Frais', 'Plastique']",['Fleury Michon'],"['Viandes', 'Volailles', 'Poulets', 'Filets de poulet']",['Point Vert'],,['France'],"['Filet de poulet ', '81 %', ""préparation d'épices et d'aromates\xa0"", '9 %', ' ', 'eau', 'sel', 'huile de tournesol', 'zeste de citron jaune ', '0', '6 %', 'thym citron ', '0', '4 %', 'amidon', 'herbes de Provence ', '0', '5 %', '\xa0', 'thym ', '0', '3 %', 'basilic', 'origan', 'romarin', 'tomate déshydratée', 'purée de citron jaune ', 'citron ', '0', '1 %', '\xa0sucre', ',\xa0poivre blanc', 'bouillons ', '1', '2 %', ' ', 'eau', 'os de poulet', 'sel', 'épices', 'carotte', 'céleri', 'oignon', 'poireau', 'ail', 'fécule de manioc', 'sel', 'dextrose de maïs', 'conservateur : nitrite de sodium']","['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']","['Non végétalien', 'Non végétarien']",4,1.8 g,en faible quantité,1.8 g,en quantité modérée,1.6 g,en faible quantité,1.8 g,en quantité élevée,?,,123,-6%,515 kj(123 kcal),-5%,"1,8",-38%,"1,8",+141%,"1,6",+234%,"1,6",+558%,25,+10%,"1,8",+140%,"0,72",+140%,4,,C,,83.4%,9.5%,2.7%,2.7%,1.4%,0.4%,44,,,,"['FR 85.140.001 CE', 'Meilleraie-Tillay (Vendée, France)', 'FR 85.051.003 CE', 'Chantonnay (Vendée, France)']",['Céleri'],
1064,Blanc de Poulet (40g) - Fleury Michon - 210g (180g+30g gratuit),3095757138011,E,,210 g (180g+30g gratuit),,['Fleury Michon'],"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', 'Charcuteries cuites', 'Blancs de volaille en tranches', 'Produits à teneur réduite en sel', 'Charcuteries à teneur réduite en sel', 'Jambons blancs à teneur réduite en sel']","['Peu ou pas de sel', 'Peu de sel', 'Nutriscore', 'Allégé en sel']",,['France'],"['Filet de poulet', ' bouillon ', 'eau', 'céleri ', 'plantes aromatiques', 'oignon frit ', 'oignon', 'huile ', 'le tournesol', 'éptces', 'sel', 'dextrose de mais', 'épices', 'jus concentré de carotte et de céleri', 'antioxydan', ' ascorbate de sodium', 'conservateur : nitrite de sodium', 'colorant : caramel ordinaire', ""Une allergie ? Plus d'infos sur : www"", 'fleurymi', ' honfr']","['E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition', 'E150a - Caramel E150a']","['Non végétalien', 'Non végétarien']",4,1.9 g,en faible quantité,0.5 g,en faible quantité,0.9 g,en faible quantité,1.4 g,en quantité modérée,?,,105,-6%,439 kj(105 kcal),-8%,"1,9",-34%,"0,5",-54%,"0,9",+41%,"0,9",+45%,21,-0%,"1,4",-1%,"0,56",-1%,2,-16%,B,-16%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,,,,,['Céleri'],
1065,Blanc de Poulet Rôti halal - Fleury Michon,3095757224011,,,,,['Fleury Michon'],"['Viandes', 'Charcuteries', 'Charcuteries cuites', 'Blancs de volaille en tranches']","['Halal', 'en:Société Française de Contrôle de Viande Halal - Grande Mosquée de Paris']",,['France'],"['filet de poulet', 'sel', 'dextrose de mas', 'ail {02%}', 'jus concentré de céleri et de betterave jaune', 'extrait de levure', 'ferments', 'colorant : caramel ordinaire']",['E150a - Caramel E150a'],"['Non végétalien', 'Non végétarien']",4,2.1 g,en faible quantité,0.5 g,en faible quantité,0.9 g,en faible quantité,1.8 g,en quantité élevée,?,,111,+3%,464 kj(111 kcal),+4%,"2,1",-4%,"0,5",-23%,"0,9",-34%,"0,9",+3%,22,+9%,"1,8",-5%,"0,72",-5%,3,-38%,C,-38%,,,,,,,,,,,,,
1066,Jambon cru Italien - 4 tranches - Fleury Michon - 70g,3095757268015,,,70 g,,['Fleury Michon'],,,,['France'],"['Viande de porc', 'sel']",,"['Sans huile de palme', 'Non végétalien', 'Non végétarien']",,,,,,,,,,1065,,?,,1065 kj(255 kcal),,15,,6,,< 0,,< 0,,30,,5,,2,,,,,,,,,,,,,,,,,,
1067,Allumette bacon - Fleury michon - 180g,3095757269012,,,180g,,['Fleury michon'],,,,['France'],[],,[],,,,,,,,,,?,,109,,456 kj(109 kcal),,"2,3",,"0,8",,"0,5",,"0,5",,22,,"2,7",,"1,08",,,,,,,,,,,,,,,,"['FR 85.140.001 CE', 'Meilleraie-Tillay (Vendée, France)']",,
1068,Le Paris (-25% de sel) (8 + 4 gratuites) - Fleury Michon - 420g,3095757290016,C,Jambon cuit de Paris de qualité supérieure,420 g,"['Barquette', 'Plastique']",['Fleury Michon'],"['Viandes', 'Charcuteries', 'Jambons', 'Jambons blancs', 'Produits à teneur réduite en sel', 'Charcuteries à teneur réduite en sel', 'Jambons blancs à teneur réduite en sel']","['Peu ou pas de sel', 'Peu de sel', 'Allégé en sel', 'Viande-francaise', 'Moins 25% de sel', 'Viande-porcine-francaise']",['Auchan'],['France'],"['Jambon de porc', 'sel', 'dextrose de maïs', 'extrait de levure', 'antioxydant : ascorbate de sodium', 'conservateur : nitrite de sodium']","['E301 - Ascorbate de sodium', 'E250 - Nitrite de sodium', '', 'Risque élevé de sur-exposition']","['Sans huile de palme', 'Non végétalien', 'Non végétarien']",4,2.9 g,en faible quantité,1 g,en faible quantité,0.6 g,en faible quantité,1.4 g,en quantité modérée,492,+3%,117,+4%,492 kj(117 kcal),+4%,"2,9",+0%,1,-7%,"0,6",-6%,"0,6",-3%,22,+4%,"1,4",-1%,"0,56",-1%,2,-16%,B,-16%,80.5%,11.8%,4.9%,1.6%,0.9%,0.3%,33,['France'],,['France'],"['FR 85.182.003 CE', 'Pouzauges (Vendée, France)']",,
